classification,trait,is_control,class,in_S5_36_family,in_unified_48_family,n_trait_universe,n_class,k_overlap,OR,CI_lo,CI_hi,p_two_sided,q_bh_S5_36,q_bh_unified_48,p_one_sided,q_bh_48_one_sided_P04c,sig_S5_36,sig_unified_48
LOO-brain,Schizophrenia,False,gene_driven_all,True,True,257,1140,55,0.9114386092987179,0.671360544479703,1.2373684234961708,0.5941027195528479,0.8226037655347125,0.7921369594037971,0.7466478073963607,0.9892183506751309,False,False
LOO-brain,Schizophrenia,False,dual_driven,False,True,257,24,2,1.6737967914438503,0.3914344303198915,7.157254145370359,0.3542093291784573,,0.6509619018019428,0.3542093291784573,0.8096213238364738,False,False
LOO-brain,ASD,False,regulation_driven,True,True,116,613,21,1.592923186344239,0.9853040409352142,2.575250046863375,0.06254663922819073,0.2046980920195333,0.2501865569127629,0.04328409889772824,0.18887606791735959,False,False
LOO-brain,ASD,False,gene_driven_strict,True,True,116,1099,22,0.8216479977873921,0.5139863439521053,1.3134695896335689,0.4966363848919071,0.7773439067873329,0.7411972200076972,0.8245916944123781,1.0,False,False
LOO-brain,ASD,False,gene_driven_all,True,True,116,1140,22,0.7829330491378982,0.489830480877684,1.2514210188267874,0.37087425757767434,0.6509619018019428,0.6509619018019428,0.8736326526476695,1.0,False,False
LOO-brain,ASD,False,dual_driven,False,True,116,24,2,3.8564593301435406,0.8961281043116796,16.596152373186236,0.10676498497022127,,0.3416479519047081,0.10676498497022127,0.3942091752746632,False,False
LOO-brain,Educational attainment,False,regulation_driven,True,True,822,613,189,2.625234731288563,2.1687655425920265,3.177778906486519,2.818615315369389e-21,1.0147015135329801e-19,1.3529353513773067e-19,2.2751227776155685e-21,1.092058933255473e-19,True,True
LOO-brain,Educational attainment,False,gene_driven_strict,True,True,822,1099,171,0.9125615763546798,0.759519490411487,1.0964414227049877,0.35744752693611376,0.6509619018019428,0.6509619018019428,0.8469728849957031,1.0,False,False
LOO-brain,Educational attainment,False,gene_driven_all,True,True,822,1140,181,0.9401580234220839,0.7852283814575659,1.1256560892057947,0.5250146975054522,0.7875220462581782,0.7411972200076972,0.7625224786454134,0.9892183506751309,False,False
LOO-brain,Educational attainment,False,dual_driven,False,True,822,24,8,2.5405405405405403,1.0836672741044635,5.9560221041683254,0.046471034531724714,,0.2027826961384351,0.03351565813964584,0.16087515907030003,False,False
LOO-brain,Intelligence,False,regulation_driven,True,True,180,613,33,1.6310344827586207,1.1071755026255596,2.402756814650523,0.020078549545882618,0.0803141981835304,0.10708559757804063,0.0113114187065665,0.060327566435021324,False,False
