gene_id,gene_symbol,classification_loo_brain,dev_tau,n_stages
ENSG00000116254,CHD5,regulation-driven,0.41746568582553256,31
ENSG00000116266,STXBP3,regulation-driven,0.43774746572446266,31
ENSG00000116273,PHF13,neutral,0.3025305203298301,31
ENSG00000116285,ERRFI1,neutral,0.5015455978347783,31
ENSG00000116299,ELAPOR1,neutral,0.7384129838280489,31
ENSG00000116337,,gene-driven,0.5678714315881896,31
ENSG00000116350,SRSF4,neutral,0.4734689621580741,31
ENSG00000116353,MECR,gene-driven (relaxed),0.6045890654952057,31
ENSG00000116459,ATP5PB,neutral,0.35712268557567295,31
ENSG00000116489,CAPZA1,gene-driven,0.6570754661434952,31
ENSG00000116514,RNF19B,neutral,0.3328946135142661,31
ENSG00000116521,SCAMP3,neutral,0.24610796787798206,31
ENSG00000116525,TRIM62,neutral,0.4647889748272467,31
ENSG00000116544,DLGAP3,regulation-driven,0.5754083393231357,31
ENSG00000116574,RHOU,neutral,0.47334434365962474,31
ENSG00000116586,LAMTOR2,neutral,0.5471094985685183,31
ENSG00000116649,SRM,neutral,0.7148176805932711,31
ENSG00000116667,C1orf21,gene-driven,0.6562964360315189,31
ENSG00000116679,IVNS1ABP,neutral,0.39107114906389817,31
ENSG00000116685,KIAA2013,gene-driven,0.3382813910572,31
ENSG00000116691,MIIP,neutral,0.410920193289521,31
ENSG00000116701,NCF2,regulation-driven,0.6038892201492481,31
ENSG00000116703,PDC,neutral,0.49289440393138395,31
ENSG00000116704,SLC35D1,neutral,0.46172691351597617,31
ENSG00000116711,PLA2G4A,neutral,0.6725526773819532,31
ENSG00000116717,GADD45A,neutral,0.9371330934186182,31
ENSG00000116741,RGS2,neutral,0.7414102679877541,31
ENSG00000116745,RPE65,regulation-driven,0.564213154170083,31
ENSG00000116748,AMPD1,neutral,0.46933621940991777,31
ENSG00000116752,BCAS2,gene-driven,0.49933620943561974,31
ENSG00000116761,CTH,neutral,0.6036759961728683,31
ENSG00000116771,AGMAT,neutral,0.624408240911507,31
ENSG00000116783,,gene-driven,0.8064529757181342,31
ENSG00000116786,PLEKHM2,neutral,0.5099117477592976,31
ENSG00000116819,TFAP2E,neutral,0.6784481697790279,31
ENSG00000116824,CD2,gene-driven,0.7517526869280373,31
ENSG00000116857,TMEM9,neutral,0.44582537962241775,31
ENSG00000116863,ADPRS,neutral,0.4085138370092287,31
ENSG00000116874,WARS2,neutral,0.8104799263709844,31
ENSG00000116898,MRPS15,neutral,0.4203424757340237,31
ENSG00000116903,EXOC8,neutral,0.5393066498885377,31
ENSG00000116954,RRAGC,neutral,0.3132957906450552,31
ENSG00000116962,NID1,neutral,0.5602863187284797,31
ENSG00000116981,NT5C1A,neutral,0.5552071122298533,31
ENSG00000116983,HPCAL4,gene-driven,0.372145491982135,31
ENSG00000116996,ZP4,gene-driven (relaxed),0.7136145608845261,31
ENSG00000117000,RLF,neutral,0.6674725844362255,31
ENSG00000117010,ZNF684,neutral,0.599206926615114,31
ENSG00000117016,RIMS3,neutral,0.7167137268848675,31
ENSG00000117036,ETV3,neutral,0.4524745370773643,31
ENSG00000117054,ACADM,regulation-driven,0.48152668790567377,31
ENSG00000117069,ST6GALNAC5,neutral,0.8246541495291614,31
ENSG00000117090,SLAMF1,neutral,0.742841336166497,31
ENSG00000117091,CD48,neutral,0.5883287341005885,31
ENSG00000117115,PADI2,regulation-driven,0.5204570530948293,31
ENSG00000117118,SDHB,gene-driven,0.8470501885786476,31
ENSG00000117122,MFAP2,neutral,0.5084745745845511,31
ENSG00000117143,UAP1,regulation-driven,0.8434752173276804,31
ENSG00000117148,ACTL8,gene-driven,0.5735982323665216,31
ENSG00000117151,CTBS,neutral,0.7204336326031746,31
ENSG00000117154,IGSF21,neutral,0.6627600780270825,31
ENSG00000117155,SSX2IP,neutral,0.4112134433264748,31
ENSG00000117174,ZNHIT6,neutral,0.7016339304400163,31
ENSG00000117215,PLA2G2D,neutral,0.4187139356136581,31
ENSG00000117222,RBBP5,gene-driven,0.6800788206650392,31
ENSG00000117245,KIF17,neutral,0.44319737812166393,31
ENSG00000117308,GALE,neutral,0.7774909725646619,31
ENSG00000117318,ID3,neutral,0.6952933130560857,31
ENSG00000117362,APH1A,neutral,0.6464369675944432,31
ENSG00000117385,P3H1,neutral,0.7522786245095389,31
ENSG00000117395,EBNA1BP2,neutral,0.9031289938284097,31
ENSG00000117399,CDC20,neutral,0.6136785376459907,31
ENSG00000117408,IPO13,regulation-driven,0.6521791924820655,31
ENSG00000117448,AKR1A1,gene-driven,0.40382876636500553,31
ENSG00000117450,PRDX1,neutral,0.6446846859554333,31
ENSG00000117472,TSPAN1,neutral,0.551721862138354,31
ENSG00000117477,CCDC181,neutral,0.5431111550523255,31
ENSG00000117479,SLC19A2,gene-driven,0.5136005301489381,31
ENSG00000117500,TMED5,gene-driven,0.833864338833481,31
ENSG00000117525,F3,neutral,0.49541841449559076,31
ENSG00000117528,ABCD3,neutral,0.5297412452553538,31
ENSG00000117533,VAMP4,neutral,0.5592640863453577,31
ENSG00000117543,DPH5,gene-driven,0.8926101932642656,31
ENSG00000117560,FASLG,neutral,0.5971697090783952,31
ENSG00000117569,PTBP2,neutral,0.4010200498660672,31
ENSG00000117586,TNFSF4,neutral,0.5878727262084344,31
ENSG00000117592,PRDX6,neutral,0.6382099090917969,31
ENSG00000117594,HSD11B1,neutral,0.8110082524141498,31
ENSG00000117598,PLPPR5,neutral,0.7028189723663019,31
ENSG00000117600,PLPPR4,regulation-driven,0.7831009859121123,31
ENSG00000117614,SYF2,neutral,0.5641182839149407,31
ENSG00000117625,RCOR3,gene-driven,0.5600971543422708,31
ENSG00000117640,MTFR1L,neutral,0.48764374517983855,31
ENSG00000117643,MAN1C1,neutral,0.8764883002449912,31
ENSG00000117650,NEK2,neutral,0.5392170869279993,31
ENSG00000117697,NSL1,neutral,0.5152550331994106,31
ENSG00000117707,PROX1,gene-driven,0.692054956717266,31
ENSG00000117748,RPA2,neutral,0.41779864874740347,31
ENSG00000117862,TXNDC12,neutral,0.3773529485181365,31
ENSG00000117868,ESYT2,neutral,0.24010363024134662,31
ENSG00000118094,TREH,neutral,0.3007313982216351,31
ENSG00000118137,APOA1,gene-driven,0.6791314936597792,31
ENSG00000118193,KIF14,gene-driven,0.8360130842861602,31
ENSG00000118194,TNNT2,neutral,0.41170865148091107,31
ENSG00000118197,DDX59,neutral,0.46426579300308,31
ENSG00000118246,FASTKD2,gene-driven,0.68599597270141,31
ENSG00000118260,CREB1,gene-driven,0.661564075812276,31
ENSG00000118292,C1orf54,gene-driven,0.4915044081389476,31
ENSG00000118298,CA14,gene-driven,0.4149236003222455,31
ENSG00000118402,ELOVL4,neutral,0.6142958748510373,31
ENSG00000118407,FILIP1,regulation-driven,0.62532111518248,31
ENSG00000118434,SPACA1,neutral,0.4269924814297843,31
ENSG00000118454,ANKRD13C,neutral,0.5076318488149075,31
ENSG00000118491,ZC2HC1B,regulation-driven,0.7904363610718804,31
ENSG00000118496,FBXO30,neutral,0.6456456045658874,31
ENSG00000118507,AKAP7,neutral,0.6570144390215039,31
ENSG00000118922,KLF12,neutral,0.5434767550387933,31
ENSG00000118972,FGF23,neutral,0.5610693073211155,31
ENSG00000119013,NDUFB3,neutral,0.5779633253182582,31
ENSG00000119048,UBE2B,gene-driven,0.5680390916802429,31
ENSG00000119125,GDA,gene-driven,0.545683108018681,31
ENSG00000119138,KLF9,neutral,0.6306654917873387,31
ENSG00000119203,CPSF3,regulation-driven,0.6380214327440628,31
ENSG00000119285,HEATR1,neutral,0.6297242119472801,31
ENSG00000119333,DYNC2I2,neutral,0.6265202050910281,31
ENSG00000119402,FBXW2,neutral,0.6898095595619128,31
ENSG00000119403,PHF19,neutral,0.6291245063670963,31
ENSG00000119411,BSPRY,neutral,0.4332553501041252,31
ENSG00000119414,PPP6C,gene-driven,0.5448406414267133,31
ENSG00000119421,NDUFA8,neutral,0.4459685323917413,31
ENSG00000119446,RBM18,neutral,0.6754513308989039,31
ENSG00000119457,SLC46A2,neutral,0.6386194403378129,31
ENSG00000119471,HSDL2,regulation-driven,0.3140123473554387,31
ENSG00000119508,NR4A3,regulation-driven,0.6314038179604798,31
ENSG00000119509,INVS,neutral,0.8909129383778874,31
ENSG00000119523,ALG2,neutral,0.7003321577589118,31
ENSG00000119599,DCAF4,neutral,0.6985381631260238,31
ENSG00000119608,PROX2,neutral,0.8303053823860453,31
ENSG00000119614,VSX2,neutral,0.4877257965938978,31
ENSG00000119630,PGF,gene-driven,0.6927760978351428,31
ENSG00000119636,BBOF1,neutral,0.4601947776163926,31
ENSG00000119650,IFT43,neutral,0.44407002816632934,31
ENSG00000119681,,neutral,0.4321207597941147,31
ENSG00000119686,FLVCR2,regulation-driven,0.5635544741708969,31
ENSG00000119699,TGFB3,gene-driven,0.31574336196899844,31
ENSG00000119705,SLIRP,gene-driven,0.4261113891133611,31
ENSG00000119707,RBM25,neutral,0.6574895209516691,31
ENSG00000119711,ALDH6A1,neutral,0.5029897013317869,31
ENSG00000119715,ESRRB,neutral,0.23480214180472858,31
ENSG00000119718,EIF2B2,neutral,0.44050708362987556,31
ENSG00000119760,SUPT7L,neutral,0.6126448241805813,31
ENSG00000119772,DNMT3A,neutral,0.4505770292394754,31
ENSG00000119778,ATAD2B,neutral,0.6141661549671897,31
ENSG00000119787,ATL2,neutral,0.4813994980482347,31
ENSG00000119801,YPEL5,gene-driven,0.39203608078518326,31
ENSG00000119862,LGALSL,neutral,0.4011090713187063,31
ENSG00000119865,CNRIP1,neutral,0.7362402152943418,31
ENSG00000132423,COQ3,neutral,0.444512478824744,31
ENSG00000132424,PNISR,neutral,0.6744538946632466,31
ENSG00000132429,POPDC3,gene-driven,0.6092317538906245,31
ENSG00000132432,SEC61G,gene-driven,0.42251021199571015,31
ENSG00000132464,ENAM,neutral,0.7795039118283384,31
ENSG00000132485,ZRANB2,neutral,0.7799574478228831,31
ENSG00000132541,RIDA,gene-driven,0.5237018225447538,31
ENSG00000132570,PCBD2,gene-driven,0.3749977052256849,31
ENSG00000132591,ERAL1,gene-driven,0.3523492031954849,31
ENSG00000132676,DAP3,gene-driven,0.677559975738286,31
ENSG00000132680,KHDC4,neutral,0.8472848394117661,31
ENSG00000132688,NES,neutral,0.7199982620995227,31
ENSG00000132698,RAB25,neutral,0.6905668431883474,31
ENSG00000132703,APCS,neutral,0.7713465858192957,31
ENSG00000132704,FCRL2,neutral,0.3449030377672361,31
ENSG00000132718,SYT11,gene-driven,0.3423651754059238,31
ENSG00000132740,IGHMBP2,neutral,0.5846331612708298,31
ENSG00000132744,ACY3,neutral,0.898209120943527,31
ENSG00000132763,MMACHC,neutral,0.29755754089816444,31
ENSG00000132768,DPH2,gene-driven,0.44244049360169424,31
ENSG00000132773,TOE1,neutral,0.6829121524630702,31
ENSG00000132781,,gene-driven,0.5535124795254402,31
ENSG00000132837,DMGDH,gene-driven,0.722063063994171,31
ENSG00000132849,PATJ,neutral,0.5492624138637128,31
ENSG00000132854,KANK4,regulation-driven,0.6347946144687135,31
ENSG00000132855,ANGPTL3,neutral,0.60662516644335,31
ENSG00000132881,CPLANE2,neutral,0.34825230468072044,31
ENSG00000132911,NMUR2,neutral,0.4269233024845258,31
ENSG00000132912,DCTN4,neutral,0.814348796134891,31
ENSG00000132915,PDE6A,regulation-driven,0.5325281502467579,31
ENSG00000132932,,regulation-driven,0.5140512859078779,31
ENSG00000132938,MTUS2,regulation-driven,0.5785123446680098,31
ENSG00000132950,ZMYM5,neutral,0.5325893232305797,31
ENSG00000132952,USPL1,neutral,0.5913652831701488,31
ENSG00000132963,POMP,gene-driven,0.5637524578826127,31
ENSG00000132964,CDK8,gene-driven,0.7697238086221878,31
ENSG00000132965,ALOX5AP,neutral,0.7687560227168537,31
ENSG00000132975,GPR12,neutral,0.6144624768318914,31
ENSG00000133055,MYBPH,neutral,0.5105253240514169,31
ENSG00000133056,PIK3C2B,gene-driven,0.48363604227163226,31
ENSG00000133065,SLC41A1,neutral,0.8215168965791977,31
ENSG00000133069,TMCC2,regulation-driven,0.5260600919659424,31
ENSG00000133083,DCLK1,neutral,0.49516140310861967,31
ENSG00000133101,CCNA1,gene-driven,0.45995578167372886,31
ENSG00000133104,SPART,neutral,0.8104504699405577,31
ENSG00000133105,RXFP2,neutral,0.7318432380048085,31
ENSG00000133111,RFXAP,neutral,0.5537980842261775,31
ENSG00000133116,KL,neutral,0.6838659026703042,31
ENSG00000133119,RFC3,neutral,0.48507356254077005,31
ENSG00000133121,STARD13,regulation-driven,0.7125122785643905,31
ENSG00000133302,SLF1,neutral,0.37859380982683943,31
ENSG00000133317,LGALS12,gene-driven,0.4291052939865192,31
ENSG00000133318,RTN3,neutral,0.6667286568170723,31
ENSG00000133321,PLAAT4,neutral,0.6935081483555181,31
ENSG00000133328,PLAAT2,neutral,0.6181562651044795,31
ENSG00000133398,MED10,neutral,0.4621760791606738,31
ENSG00000133574,GIMAP4,neutral,0.4452466220824073,31
ENSG00000133606,MKRN1,gene-driven,0.457566129915411,31
ENSG00000133636,NTS,neutral,0.5889340899260572,31
ENSG00000133639,BTG1,neutral,0.757599522613859,31
ENSG00000133641,RLIG1,gene-driven,0.4618031001016708,31
ENSG00000133678,TMEM254,gene-driven,0.616806355843568,31
ENSG00000133704,IPO8,gene-driven,0.32752590405333415,31
ENSG00000133731,IMPA1,regulation-driven,0.5598427056108071,31
ENSG00000133739,LRRCC1,neutral,0.6459043944948821,31
ENSG00000133773,CCDC59,gene-driven,0.4833682137189793,31
ENSG00000133800,LYVE1,gene-driven,0.5312043143756695,31
ENSG00000133805,AMPD3,regulation-driven,0.5900322882119567,31
ENSG00000133858,ZFC3H1,neutral,0.7853850892840964,31
ENSG00000133874,RNF122,neutral,0.4596055296929744,31
ENSG00000133895,,gene-driven,0.38276311251937023,31
ENSG00000133935,ERG28,neutral,0.9071101892344406,31
ENSG00000133937,GSC,neutral,0.4776827188460462,31
ENSG00000133961,NUMB,neutral,0.5262019314934379,31
ENSG00000133985,TTC9,neutral,0.4814637945132322,31
ENSG00000134007,ADAM20,neutral,0.8802887978407341,31
ENSG00000134013,LOXL2,regulation-driven,0.3074283400676687,31
ENSG00000134028,ADAMDEC1,neutral,0.44067522416143645,31
ENSG00000134057,CCNB1,gene-driven,0.4292041501805238,31
ENSG00000134061,CD180,neutral,0.4553724792293429,31
ENSG00000134070,IRAK2,neutral,0.526718730350003,31
ENSG00000134086,VHL,gene-driven,0.5389733483512613,31
ENSG00000134107,BHLHE40,neutral,0.5413517270364536,31
ENSG00000134109,EDEM1,neutral,0.6072502349382338,31
ENSG00000134115,CNTN6,neutral,0.5962105504417369,31
ENSG00000134193,REG4,gene-driven,0.7165656648605989,31
ENSG00000134198,TSPAN2,gene-driven,0.7315583785037835,31
ENSG00000134202,GSTM3,gene-driven,0.7711110338458224,31
ENSG00000134222,PSRC1,neutral,0.899003425339937,31
ENSG00000134240,HMGCS2,gene-driven,0.6405176122799563,31
ENSG00000134245,WNT2B,neutral,0.5345174496157853,31
ENSG00000134248,LAMTOR5,neutral,0.9369574239238422,31
ENSG00000134253,TRIM45,neutral,0.4004092393452948,31
ENSG00000134255,CEPT1,gene-driven,0.5293748238317634,31
ENSG00000134256,CD101,neutral,0.5963157278579034,31
ENSG00000134258,VTCN1,neutral,0.7691309548564698,31
ENSG00000134259,NGF,gene-driven,0.4087533018394369,31
ENSG00000134262,AP4B1,gene-driven,0.5071136929035407,31
ENSG00000134294,SLC38A2,gene-driven,0.6671567304462889,31
ENSG00000134321,RSAD2,gene-driven,0.6918501691248946,31
ENSG00000134323,MYCN,neutral,0.5367876689107267,31
ENSG00000134343,ANO3,regulation-driven,0.5232178174205941,31
ENSG00000134371,CDC73,gene-driven,0.45634084992786195,31
ENSG00000134375,TIMM17A,neutral,0.7134254494000182,31
ENSG00000134376,,regulation-driven,0.7853535028442233,31
ENSG00000134452,,neutral,0.37297972889720843,31
ENSG00000134460,IL2RA,neutral,0.3900968495488998,31
ENSG00000134461,ANKRD16,gene-driven,0.689431029829049,31
ENSG00000134516,,neutral,0.8628738202729103,31
ENSG00000134533,RERG,neutral,0.7936744665132,31
ENSG00000134548,SPX,gene-driven,0.7719922575969188,31
ENSG00000134571,MYBPC3,regulation-driven,0.6032083242468684,31
ENSG00000134686,PHC2,neutral,0.8940154650452549,31
ENSG00000134690,CDCA8,gene-driven,0.5360426777468875,31
ENSG00000134716,CYP2J2,neutral,0.5770425115649247,31
ENSG00000134717,BTF3L4,neutral,0.6030887062537178,31
ENSG00000134780,DAGLA,regulation-driven,0.5771413944941859,31
ENSG00000134802,SLC43A3,neutral,0.5648323074169221,31
ENSG00000134809,TIMM10,gene-driven,0.8310027532025863,31
ENSG00000134825,TMEM258,gene-driven,0.8230790835368116,31
ENSG00000134827,TCN1,neutral,0.7892656268877754,31
ENSG00000134851,TMEM165,gene-driven,0.6923681978933398,31
ENSG00000134874,DZIP1,neutral,0.32709195668606783,31
ENSG00000134882,UBAC2,neutral,0.4930700255279572,31
ENSG00000134884,ARGLU1,neutral,0.5168649984237611,31
ENSG00000134897,BIVM,gene-driven,0.3922658556364428,31
ENSG00000134899,ERCC5,gene-driven,0.5262199983889633,31
ENSG00000134900,TPP2,neutral,0.7719504014204341,31
ENSG00000134901,POGLUT2,neutral,0.4660195111278511,31
ENSG00000134905,CARS2,gene-driven,0.5962138593696874,31
ENSG00000134917,ADAMTS8,neutral,0.45560369243847376,31
ENSG00000134940,ACRV1,neutral,0.5654824929399573,31
ENSG00000134955,SLC37A2,neutral,0.517365400662452,31
ENSG00000134962,KLB,neutral,0.4340361566140005,31
ENSG00000134986,NREP,neutral,0.5347142379896955,31
ENSG00000134987,WDR36,neutral,0.5077349473266299,31
ENSG00000134996,OSTF1,neutral,0.5499053431228431,31
ENSG00000135002,RFK,gene-driven,0.3708728728093996,31
ENSG00000135040,NAA35,regulation-driven,0.33057459815072665,31
ENSG00000135047,CTSL,neutral,0.4975125924046716,31
ENSG00000135063,ENTREP1,neutral,0.6420961347628733,31
ENSG00000135070,ISCA1,gene-driven,0.5850394408151085,31
ENSG00000135083,CCNJL,neutral,0.5080022520086511,31
ENSG00000135093,USP30,neutral,0.7672626231797824,31
ENSG00000135100,HNF1A,gene-driven,0.46636884682118185,31
ENSG00000135111,TBX3,neutral,0.8721880634133841,31
ENSG00000135114,OASL,neutral,0.5325818112543736,31
ENSG00000135119,RNFT2,gene-driven,0.4519206104369978,31
ENSG00000135144,DTX1,neutral,0.5301855600761141,31
ENSG00000135148,TRAFD1,neutral,0.47602257629245803,31
ENSG00000135185,TMEM243,neutral,0.6468117161597811,31
ENSG00000135211,TMEM60,neutral,0.31484205692787304,31
ENSG00000135222,CSN2,gene-driven,0.9318528835341582,31
ENSG00000135312,HTR1B,neutral,0.6135208518474514,31
ENSG00000135316,,gene-driven,0.3159321290430591,31
ENSG00000135333,EPHA7,regulation-driven,0.3924351720571343,31
ENSG00000135334,AKIRIN2,gene-driven,0.39781712554789894,31
ENSG00000135338,LCA5,gene-driven,0.43542487602640734,31
ENSG00000135341,MAP3K7,regulation-driven,0.9641109270274297,31
ENSG00000135355,GJA10,neutral,0.5785613189420117,31
ENSG00000135363,LMO2,gene-driven,0.6019586732976445,31
ENSG00000135365,PHF21A,gene-driven,0.3899032413919833,31
ENSG00000135374,ELF5,neutral,0.6741619541416739,31
ENSG00000135407,AVIL,gene-driven,0.9493993761153747,31
ENSG00000135413,LACRT,gene-driven,0.6046998820994457,31
ENSG00000135452,TSPAN31,gene-driven,0.3747939314670464,31
ENSG00000135457,TFCP2,gene-driven,0.35147746818009584,31
ENSG00000135480,KRT7,gene-driven,0.5829676890228521,31
ENSG00000135517,MIP,neutral,0.638875602941511,31
ENSG00000135519,KCNH3,neutral,0.4027193552291978,31
ENSG00000135521,LTV1,gene-driven,0.593929623148737,31
ENSG00000135525,MAP7,neutral,0.42180133017986343,31
ENSG00000135535,CD164,gene-driven,0.3775115536295035,31
ENSG00000135547,HEY2,neutral,0.8174600939753432,31
ENSG00000135549,PKIB,gene-driven,0.9483795593926272,31
ENSG00000135569,TAAR5,neutral,0.6624526279335355,31
ENSG00000135577,NMBR,neutral,0.3616625517136791,31
ENSG00000135604,STX11,gene-driven,0.5879327109478623,31
ENSG00000135605,TEC,gene-driven,0.6355161098219716,31
ENSG00000135617,,neutral,0.3893694031771989,31
ENSG00000135624,CCT7,regulation-driven,0.8569555405114131,31
ENSG00000135625,EGR4,gene-driven,0.6289577085097726,31
ENSG00000135631,RAB11FIP5,regulation-driven,0.3478972686298376,31
ENSG00000135677,GNS,gene-driven,0.5560703625021665,31
ENSG00000135678,CPM,neutral,0.5197365464012648,31
ENSG00000135744,AGT,gene-driven,0.7389599920351115,31
ENSG00000135750,KCNK1,neutral,0.6141704579278144,31
ENSG00000135773,CAPN9,regulation-driven,0.2814164297879681,31
ENSG00000135775,COG2,neutral,0.4741617829736612,31
ENSG00000135776,ABCB10,neutral,0.5674707607777614,31
ENSG00000135778,NTPCR,neutral,0.44743212578538283,31
ENSG00000135801,TAF5L,neutral,0.7849321207178438,31
ENSG00000135823,STX6,neutral,0.6910458327915128,31
ENSG00000135824,RGS8,gene-driven,0.46534030541236104,31
ENSG00000135828,RNASEL,neutral,0.6421442984159407,31
ENSG00000135829,DHX9,neutral,0.32610536630121456,31
ENSG00000135838,NPL,neutral,0.6497691624525226,31
ENSG00000135845,PIGC,neutral,0.5725268665013754,31
ENSG00000135870,RC3H1,neutral,0.6463473635894258,31
ENSG00000135900,MRPL44,neutral,0.8155288735942219,31
ENSG00000135902,CHRND,neutral,0.9020236747325832,31
ENSG00000135903,PAX3,regulation-driven,0.6244243907373748,31
ENSG00000135913,USP37,regulation-driven,0.7071471503446976,31
ENSG00000135914,HTR2B,neutral,0.7059877978376707,31
ENSG00000135916,ITM2C,neutral,0.704479713355409,31
ENSG00000135925,WNT10A,neutral,0.591691691698937,31
ENSG00000135932,CAB39,neutral,0.6219427803787301,31
ENSG00000135940,COX5B,neutral,0.43693413006230375,31
ENSG00000135953,MFSD9,neutral,0.36535945957703386,31
ENSG00000135956,TMEM127,neutral,0.8357013033893017,31
ENSG00000135960,EDAR,neutral,0.40522410060513503,31
ENSG00000135966,TGFBRAP1,neutral,0.6215054570175271,31
ENSG00000135974,C2orf49,neutral,0.48110448591925836,31
ENSG00000136011,,regulation-driven,0.7962271107698985,31
ENSG00000136044,APPL2,gene-driven,0.46197103190202504,31
ENSG00000136048,DRAM1,gene-driven,0.39310673889538505,31
ENSG00000136099,PCDH8,neutral,0.41756914314299476,31
ENSG00000136122,BORA,neutral,0.6295536009894698,31
ENSG00000136143,SUCLA2,neutral,0.31373244418172164,31
ENSG00000136144,RCBTB1,neutral,0.38075063358384675,31
ENSG00000136147,PHF11,neutral,0.7219491268663151,31
ENSG00000136155,SCEL,regulation-driven,0.5648912114213123,31
ENSG00000136158,SPRY2,neutral,0.40953809228834626,31
ENSG00000136159,NUDT15,neutral,0.728957776538864,31
ENSG00000136160,EDNRB,neutral,0.5866137097566785,31
ENSG00000136161,RCBTB2,regulation-driven,0.6064183105109444,31
ENSG00000136169,SETDB2,neutral,0.39038545340083897,31
ENSG00000136193,SCRN1,regulation-driven,0.39374661070077777,31
ENSG00000136197,C7orf25,gene-driven,0.7737108552471411,31
ENSG00000136231,IGF2BP3,regulation-driven,0.827636499898312,31
ENSG00000136235,GPNMB,gene-driven,0.6278634065779107,31
ENSG00000136240,KDELR2,neutral,0.36375043866759504,31
ENSG00000136267,DGKB,dual-driven,0.31404648765690923,31
ENSG00000136270,TBRG4,gene-driven,0.5316728811699238,31
ENSG00000136274,NACAD,neutral,0.9178957134173693,31
ENSG00000136286,MYO1G,regulation-driven,0.5380128495295521,31
ENSG00000136297,MMD2,neutral,0.33720471096257376,31
ENSG00000136327,NKX2-8,neutral,0.8820542473746693,31
ENSG00000136352,NKX2-1,gene-driven,0.5860324264790635,31
ENSG00000136514,RTP4,neutral,0.8367247252201236,31
ENSG00000136518,ACTL6A,neutral,0.6490726525912764,31
ENSG00000136522,,neutral,0.6651388622031251,31
ENSG00000136542,GALNT5,neutral,0.6260380133842965,31
ENSG00000136573,BLK,regulation-driven,0.9256600994522147,31
ENSG00000136634,IL10,gene-driven,0.3727093943458637,31
ENSG00000136689,IL1RN,neutral,0.957443261746714,31
ENSG00000136697,IL1F10,gene-driven,0.6825317078066413,31
ENSG00000136698,CFC1,gene-driven,0.4841776530063473,31
ENSG00000136720,HS6ST1,neutral,0.4869487517681115,31
ENSG00000136750,GAD2,regulation-driven,0.3302952618070494,31
ENSG00000136754,ABI1,neutral,0.5404553675071924,31
ENSG00000136770,DNAJC1,neutral,0.5267668270226995,31
ENSG00000136802,LRRC8A,neutral,0.7178893959564026,31
ENSG00000136813,,gene-driven,0.4728843813137542,31
ENSG00000136827,TOR1A,neutral,0.5947022797355704,31
ENSG00000136830,NIBAN2,neutral,0.8565932018616355,31
ENSG00000136856,SLC2A8,gene-driven,0.5290087095745597,31
ENSG00000136859,ANGPTL2,neutral,0.7075293728696439,31
ENSG00000136866,ZFP37,gene-driven,0.7012280073795242,31
ENSG00000136869,TLR4,neutral,0.3497364988144732,31
ENSG00000136870,ZNF189,gene-driven (relaxed),0.4896116161708409,31
ENSG00000136872,ALDOB,regulation-driven,0.31541022613577807,31
ENSG00000136875,PRPF4,neutral,0.4022193987296958,31
ENSG00000136881,BAAT,gene-driven,0.6257555616265104,31
ENSG00000136897,MRPL50,neutral,0.4787566561826402,31
ENSG00000136908,DPM2,neutral,0.8952837641938381,31
ENSG00000136918,WDR38,neutral,0.5412045367266775,31
ENSG00000136929,HEMGN,neutral,0.4458108444020238,31
ENSG00000136932,TRMO,gene-driven,0.4568380212299046,31
ENSG00000136935,GOLGA1,neutral,0.4658299745331915,31
ENSG00000136936,XPA,neutral,0.5191879103919802,31
ENSG00000136938,ANP32B,neutral,0.8835069376183446,31
ENSG00000136942,RPL35,gene-driven,0.7407308859872804,31
ENSG00000136943,CTSV,neutral,0.9207194169562015,31
ENSG00000136944,LMX1B,neutral,0.4387252989784003,31
ENSG00000136950,ARPC5L,gene-driven,0.6565322510478732,31
ENSG00000136982,DSCC1,neutral,0.5135059000214603,31
ENSG00000136986,DERL1,neutral,0.6731265038549914,31
ENSG00000136997,MYC,neutral,0.5684290912984551,31
ENSG00000136999,CCN3,neutral,0.5996674977925811,31
ENSG00000137033,IL33,neutral,0.6595036793179984,31
ENSG00000137055,PLAA,neutral,0.4698028174432767,31
ENSG00000137070,IL11RA,gene-driven,0.4161538822213464,31
ENSG00000137074,APTX,gene-driven,0.5693589946315238,31
ENSG00000137075,RNF38,gene-driven,0.5365901987796515,31
ENSG00000137076,,regulation-driven,0.7676499891711195,31
ENSG00000137077,CCL21,gene-driven,0.7768406114839311,31
ENSG00000137078,SIT1,neutral,0.6269306021366682,31
ENSG00000137103,TMEM8B,neutral,0.44104205749557124,31
ENSG00000137106,GRHPR,neutral,0.5370422933317924,31
ENSG00000137124,ALDH1B1,neutral,0.47428041844288504,31
ENSG00000137133,HINT2,neutral,0.5159429916876184,31
ENSG00000137135,ARHGEF39,gene-driven,0.8528151586248884,31
ENSG00000137161,CNPY3,neutral,0.7268678632145222,31
ENSG00000137166,FOXP4,regulation-driven,0.44796711673399736,31
ENSG00000137168,PPIL1,neutral,0.27067857902622605,31
ENSG00000137193,PIM1,neutral,0.7040044418696052,31
ENSG00000137198,GMPR,neutral,0.3032520505914882,31
ENSG00000137200,CMTR1,neutral,0.8801420560785802,31
ENSG00000137203,TFAP2A,neutral,0.658829560675087,31
ENSG00000137207,YIPF3,gene-driven,0.6981295742064177,31
ENSG00000137216,TMEM63B,regulation-driven,0.4385519459487668,31
