gene_id,gene_symbol,classification_loo_brain,dev_tau,n_stages
ENSG00000146411,SLC2A12,neutral,0.4507752439239867,31
ENSG00000146433,TMEM181,neutral,0.7250616719834397,31
ENSG00000146453,PNLDC1,neutral,0.4670059539101308,31
ENSG00000146457,WTAP,neutral,0.5447868640738381,31
ENSG00000146476,ARMT1,neutral,0.42526728838349215,31
ENSG00000146477,SLC22A3,neutral,0.7858351230607291,31
ENSG00000146535,GNA12,neutral,0.45158370853760244,31
ENSG00000146574,CCZ1B,gene-driven,0.40333119362638303,31
ENSG00000146587,RBAK,neutral,0.8580081799818517,31
ENSG00000146674,IGFBP3,gene-driven,0.5417830420500152,31
ENSG00000146700,SSC4D,neutral,0.3426851875370035,31
ENSG00000146701,MDH2,neutral,0.5648493871263782,31
ENSG00000146731,CCT6A,neutral,0.354626895091928,31
ENSG00000146755,TRIM50,gene-driven,0.694540628638718,31
ENSG00000146828,SLC12A9,neutral,0.584534958002189,31
ENSG00000146830,GIGYF1,gene-driven,0.47424753572006684,31
ENSG00000146834,MEPCE,neutral,0.9640173926761781,31
ENSG00000146842,TMEM209,neutral,0.38135464511951966,31
ENSG00000146857,STRA8,dual-driven,0.7700709089400339,31
ENSG00000146858,ZC3HAV1L,neutral,0.4971834202802219,31
ENSG00000146904,EPHA1,neutral,0.2942932534860234,31
ENSG00000146910,CNPY1,neutral,0.7963185977311416,31
ENSG00000146926,ASB10,regulation-driven,0.5236955999329993,31
ENSG00000146955,RAB19,gene-driven,0.48031364867089055,31
ENSG00000146963,LUC7L2,gene-driven,0.5552322049685904,31
ENSG00000147324,MFHAS1,neutral,0.3529855062053554,31
ENSG00000147416,ATP6V1B2,gene-driven,0.48192430821090515,31
ENSG00000147419,CCDC25,neutral,0.4483422999400739,31
ENSG00000147434,CHRNA6,neutral,0.8467242671817442,31
ENSG00000147439,BIN3,neutral,0.7063932239211479,31
ENSG00000147443,DOK2,neutral,0.7500383701779559,31
ENSG00000147454,SLC25A37,neutral,0.4191699760307256,31
ENSG00000147475,ERLIN2,gene-driven,0.5241923456297789,31
ENSG00000147509,RGS20,neutral,0.5841617910564114,31
ENSG00000147533,GOLGA7,gene-driven,0.5350549571335022,31
ENSG00000147536,GINS4,gene-driven,0.606863894358188,31
ENSG00000147571,CRH,neutral,0.697981414116676,31
ENSG00000147573,TRIM55,regulation-driven,0.7205157725696681,31
ENSG00000147576,ADHFE1,neutral,0.6717274070803771,31
ENSG00000147588,PMP2,neutral,0.6272452107871751,31
ENSG00000147592,LACTB2,neutral,0.9583942126022797,31
ENSG00000147613,PSKH2,neutral,0.8765656960311081,31
ENSG00000147647,DPYS,regulation-driven,0.39482150691594997,31
ENSG00000147655,RSPO2,neutral,0.6691505422914634,31
ENSG00000147676,MAL2,neutral,0.5487074252129882,31
ENSG00000147684,NDUFB9,neutral,0.6025659118146065,31
ENSG00000147689,FAM83A,gene-driven,0.7691411272073758,31
ENSG00000147789,ZNF7,gene-driven,0.43478738057017885,31
ENSG00000147799,ARHGAP39,regulation-driven,0.6394014607328875,31
ENSG00000147853,AK3,neutral,0.6846731662408189,31
ENSG00000147869,CER1,neutral,0.7243569144768913,31
ENSG00000147894,C9orf72,regulation-driven,0.7940523455545092,31
ENSG00000147905,ZCCHC7,neutral,0.46247387153891095,31
ENSG00000147912,FBXO10,regulation-driven,0.9592622291024782,31
ENSG00000147955,SIGMAR1,gene-driven,0.5080031799677418,31
ENSG00000148019,,neutral,0.671713147916255,31
ENSG00000148082,SHC3,neutral,0.4936680752414967,31
ENSG00000148090,AUH,neutral,0.36069982702800274,31
ENSG00000148110,MFSD14B,neutral,0.5303894899175008,31
ENSG00000148123,PLPPR1,neutral,0.9229818440845072,31
ENSG00000148153,INIP,gene-driven,0.4630288703278188,31
ENSG00000148154,UGCG,neutral,0.7420860147200625,31
ENSG00000148175,STOM,neutral,0.5787943812435654,31
ENSG00000148187,MRRF,gene-driven,0.5017830096099816,31
ENSG00000148204,CRB2,regulation-driven,0.9395853612365923,31
ENSG00000148218,ALAD,gene-driven,0.601781629062198,31
ENSG00000148225,,neutral,0.5490529400609994,31
ENSG00000148229,POLE3,neutral,0.31362588400884095,31
ENSG00000148248,SURF4,neutral,0.3738334875700384,31
ENSG00000148290,SURF1,gene-driven,0.49879231628629206,31
ENSG00000148291,SURF2,neutral,0.35924771750792217,31
ENSG00000148296,SURF6,neutral,0.3998021215806412,31
ENSG00000148308,GTF3C5,neutral,0.44817289981979813,31
ENSG00000148331,ASB6,neutral,0.533512109034874,31
ENSG00000148341,SH3GLB2,neutral,0.5016561198239753,31
ENSG00000148344,PTGES,neutral,0.8225100632437187,31
ENSG00000148346,LCN2,gene-driven,0.3697134355641778,31
ENSG00000148384,INPP5E,neutral,0.8755116143732403,31
ENSG00000148411,NACC2,neutral,0.7464474009941493,31
ENSG00000148426,PROSER2,neutral,0.7445809307116216,31
ENSG00000148429,USP6NL,regulation-driven,0.5618579110984598,31
ENSG00000148482,SLC39A12,neutral,0.894848314355443,31
ENSG00000148484,RSU1,neutral,0.5278506896484725,31
ENSG00000148541,FAM13C,gene-driven,0.35360157781278434,31
ENSG00000148584,A1CF,regulation-driven,0.5970459283152524,31
ENSG00000148602,LRIT1,neutral,0.8524007937038606,31
ENSG00000148655,LRMDA,regulation-driven,0.5264839566638693,31
ENSG00000148677,ANKRD1,neutral,0.5684855544580506,31
ENSG00000148680,HTR7,neutral,0.39309967306934235,31
ENSG00000148690,FRA10AC1,gene-driven,0.6832480284144857,31
ENSG00000148700,ADD3,regulation-driven,0.5552974838536244,31
ENSG00000148702,HABP2,regulation-driven,0.6843173179521347,31
ENSG00000148704,VAX1,neutral,0.2602641086194285,31
ENSG00000148730,EIF4EBP2,neutral,0.7021946439842053,31
ENSG00000148734,NPFFR1,neutral,0.7426995494101947,31
ENSG00000148795,CYP17A1,regulation-driven,0.598827003075812,31
ENSG00000148798,INA,neutral,0.5619349292535798,31
ENSG00000148803,FUOM,neutral,0.422467744771038,31
ENSG00000148832,PAOX,neutral,0.6060321254255467,31
ENSG00000148835,TAF5,regulation-driven,0.4584557704755149,31
ENSG00000148842,CNNM2,regulation-driven,0.5544374010553521,31
ENSG00000148848,ADAM12,regulation-driven,0.6004342449389013,31
ENSG00000148908,RGS10,neutral,0.4319930108410541,31
ENSG00000148926,ADM,neutral,0.6542057178017469,31
ENSG00000148943,LIN7C,neutral,0.5463601522048916,31
ENSG00000148965,SAA4,neutral,0.5439264179999285,31
ENSG00000148985,PGAP2,neutral,0.4574351677421412,31
ENSG00000149021,SCGB1A1,gene-driven,0.8820402642423009,31
ENSG00000149050,ZNF214,neutral,0.6259330404669279,31
ENSG00000149089,APIP,neutral,0.7943592832995128,31
ENSG00000149091,,gene-driven,0.4138106115597451,31
ENSG00000149136,SSRP1,gene-driven,0.7060344309019984,31
ENSG00000149196,HIKESHI,neutral,0.756337856739594,31
ENSG00000149218,ENDOD1,neutral,0.4364254146243244,31
ENSG00000149243,KLHL35,neutral,0.6591973828362652,31
ENSG00000149260,CAPN5,neutral,0.5412398780516183,31
ENSG00000149289,ZC3H12C,regulation-driven,0.5259089673377033,31
ENSG00000149300,C11orf52,neutral,0.6980172968773191,31
ENSG00000149313,AASDHPPT,neutral,0.6779308477466324,31
ENSG00000149380,P4HA3,neutral,0.4529393732693169,31
ENSG00000149403,GRIK4,regulation-driven,0.6747861190583393,31
ENSG00000149418,ST14,neutral,0.4985207963492604,31
ENSG00000149452,SLC22A8,neutral,0.3314958389199655,31
ENSG00000149476,TKFC,gene-driven,0.6349188157527063,31
ENSG00000149483,TMEM138,neutral,0.5873521773077585,31
ENSG00000149485,FADS1,neutral,0.5651380741856684,31
ENSG00000149503,INCENP,neutral,0.6623742073555803,31
ENSG00000149516,MS4A3,neutral,0.518325932210246,31
ENSG00000149548,CCDC15,neutral,0.8682476779610223,31
ENSG00000149571,KIRREL3,gene-driven,0.6856376849989763,31
ENSG00000149573,MPZL2,gene-driven,0.6433112208860181,31
ENSG00000149575,SCN2B,gene-driven,0.4085504700814757,31
ENSG00000149735,GPHA2,neutral,0.6180367289189258,31
ENSG00000149761,NUDT22,neutral,0.6678923404636261,31
ENSG00000150045,KLRF1,regulation-driven,0.7403294134916925,31
ENSG00000150201,FXYD4,neutral,0.8360835105168183,31
ENSG00000150316,CWC15,neutral,0.8175318841849722,31
ENSG00000150347,,regulation-driven,0.7987147574462096,31
ENSG00000150361,KLHL1,regulation-driven,0.6261288861828257,31
ENSG00000150455,TIRAP,neutral,0.4936977044807169,31
ENSG00000150456,EEF1AKMT1,neutral,0.5716862737816446,31
ENSG00000150510,FAM124A,neutral,0.852865312406724,31
ENSG00000150540,HNMT,neutral,0.5577043620004662,31
ENSG00000150551,LYPD1,neutral,0.5039441090283401,31
ENSG00000150556,LYPD6B,gene-driven,0.5511414545018365,31
ENSG00000150593,PDCD4,regulation-driven,0.7819861331117053,31
ENSG00000150625,GPM6A,neutral,0.5892211216227976,31
ENSG00000150628,SPATA4,neutral,0.6647195497009578,31
ENSG00000150630,VEGFC,neutral,0.5851749997816851,31
ENSG00000150681,RGS18,neutral,0.5771899707500077,31
ENSG00000150722,PPP1R1C,neutral,0.9674090374483872,31
ENSG00000150750,POU2AF2,neutral,0.5297131981345022,31
ENSG00000150756,ATPSCKMT,gene-driven,0.6188383306895768,31
ENSG00000150760,,neutral,0.3811377744091853,31
ENSG00000150764,DIXDC1,neutral,0.3812896491422515,31
ENSG00000150768,DLAT,neutral,0.6195223971704433,31
ENSG00000150773,PIH1D2,neutral,0.557968322813518,31
ENSG00000150779,TIMM8B,gene-driven (relaxed),0.6851134498389472,31
ENSG00000150782,IL18,neutral,0.7534001628624278,31
ENSG00000150787,PTS,neutral,0.6110388554021511,31
ENSG00000150873,C2orf50,gene-driven,0.702737305130527,31
ENSG00000150938,CRIM1,gene-driven,0.5302270611172231,31
ENSG00000151012,SLC7A11,neutral,0.44780138951210247,31
ENSG00000151014,NOCT,neutral,0.43305207354480113,31
ENSG00000151033,LYZL2,gene-driven,0.6381613576098932,31
ENSG00000151062,CACNA2D4,gene-driven,0.4568884596493802,31
ENSG00000151065,DCP1B,neutral,0.5138863868058273,31
ENSG00000151079,KCNA6,neutral,0.581942181077564,31
ENSG00000151090,THRB,neutral,0.44176951264462383,31
ENSG00000151116,UEVLD,gene-driven,0.376022756527603,31
ENSG00000151117,TMEM86A,neutral,0.5574149029953306,31
ENSG00000151135,TMEM263,neutral,0.53968065227206,31
ENSG00000151151,IPMK,neutral,0.5444998887487587,31
ENSG00000151164,RAD9B,neutral,0.655921246841676,31
ENSG00000151176,PLBD2,neutral,0.701639884643414,31
ENSG00000151224,MAT1A,dual-driven,0.6634053445822594,31
ENSG00000151229,SLC2A13,neutral,0.6781552478815114,31
ENSG00000151233,GXYLT1,neutral,0.47460707052729245,31
ENSG00000151239,TWF1,gene-driven,0.49471971542997806,31
ENSG00000151287,TEX30,neutral,0.5032209644070684,31
ENSG00000151304,SRFBP1,neutral,0.4918158277580341,31
ENSG00000151353,TMEM18,neutral,0.7911647426731072,31
ENSG00000151364,KCTD14,gene-driven,0.8880473208236537,31
ENSG00000151365,THRSP,neutral,0.5634010165331853,31
ENSG00000151366,NDUFC2,gene-driven (relaxed),0.42010676355966536,31
ENSG00000151376,ME3,neutral,0.7279835761023516,31
ENSG00000151379,MSGN1,neutral,0.7873625494842367,31
ENSG00000151413,NUBPL,gene-driven,0.5645435944031263,31
ENSG00000151422,FER,regulation-driven,0.45408060286694263,31
ENSG00000151458,ANKRD50,gene-driven,0.349108993006467,31
ENSG00000151461,,gene-driven (relaxed),0.36372852285199675,31
ENSG00000151468,CCDC3,neutral,0.599311440896916,31
ENSG00000151498,ACAD8,neutral,0.42319920948240086,31
ENSG00000151500,THYN1,gene-driven,0.3016688806744232,31
ENSG00000151532,VTI1A,neutral,0.6081680336231042,31
ENSG00000151572,ANO4,gene-driven,0.7252495363305693,31
ENSG00000151575,TEX9,neutral,0.6285028606085823,31
ENSG00000151576,QTRT2,neutral,0.6943946471006881,31
ENSG00000151577,DRD3,regulation-driven,0.6488883532271472,31
ENSG00000151611,MMAA,neutral,0.43148404761967896,31
ENSG00000151615,POU4F2,neutral,0.654965565931789,31
ENSG00000151617,EDNRA,regulation-driven,0.5812136752769075,31
ENSG00000151640,DPYSL4,regulation-driven,0.675502316189007,31
ENSG00000151657,KIN,neutral,0.47923153033818155,31
ENSG00000151665,PIGF,gene-driven,0.34106306864931446,31
ENSG00000151687,ANKAR,regulation-driven,0.33015866688766615,31
ENSG00000151689,INPP1,neutral,0.5589330287330714,31
ENSG00000151694,ADAM17,neutral,0.6278174404286597,31
ENSG00000151702,FLI1,regulation-driven,0.6905582297877243,31
ENSG00000151704,KCNJ1,neutral,0.7239584333132648,31
ENSG00000151715,TMEM45B,neutral,0.3395236741759702,31
ENSG00000151718,WWC2,regulation-driven,0.8879632939961508,31
ENSG00000151725,CENPU,gene-driven,0.3965427382976675,31
ENSG00000151726,,regulation-driven,0.5022114302058509,31
ENSG00000151729,SLC25A4,regulation-driven,0.43513158401514873,31
ENSG00000151746,BICD1,gene-driven,0.5219830861309095,31
ENSG00000151773,CCDC122,gene-driven,0.5736761794833175,31
ENSG00000151778,SERP2,gene-driven,0.5176664664276031,31
ENSG00000151806,GUF1,neutral,0.6525260559715529,31
ENSG00000151834,GABRA2,dual-driven,0.5704571578597624,31
ENSG00000151838,CCDC175,neutral,0.6390219958977279,31
ENSG00000151876,FBXO4,gene-driven,0.4219223220797971,31
ENSG00000151881,TMEM267,gene-driven,0.49738845268944853,31
ENSG00000151882,CCL28,gene-driven,0.4493251545351844,31
ENSG00000151893,CACUL1,neutral,0.5748264914798453,31
ENSG00000151917,BEND6,neutral,0.4786566158999457,31
ENSG00000151948,GLT1D1,regulation-driven,0.7224626631905351,31
ENSG00000151962,RBM46,neutral,0.7248994441957891,31
ENSG00000151967,SCHIP1,regulation-driven,0.6015400777321716,31
ENSG00000152034,MCHR2,gene-driven,0.7721470796868075,31
ENSG00000152049,KCNE4,neutral,0.5077689246992834,31
ENSG00000152093,CFC1B,neutral,0.27701020128544707,31
ENSG00000152102,FAM168B,neutral,0.6329454453906667,31
ENSG00000152104,PTPN14,regulation-driven,0.5942596446842938,31
ENSG00000152127,MGAT5,regulation-driven,0.5454744162275404,31
ENSG00000152133,GPATCH11,neutral,0.6032075651693553,31
ENSG00000152137,HSPB8,gene-driven,0.3353381108837079,31
ENSG00000152147,GEMIN6,neutral,0.4681704947561156,31
ENSG00000152154,TMEM178A,neutral,0.8707408521944273,31
ENSG00000152193,OBI1,neutral,0.6930233267085799,31
ENSG00000152219,ARL14EP,neutral,0.358904731444183,31
ENSG00000152266,PTH,neutral,0.5781013724693956,31
ENSG00000152270,PDE3B,regulation-driven,0.8202299435159794,31
ENSG00000152315,KCNK13,neutral,0.6862244711346129,31
ENSG00000152332,UHMK1,neutral,0.4191855307299879,31
ENSG00000152359,POC5,gene-driven,0.4993068154764805,31
ENSG00000152377,SPOCK1,neutral,0.515563817254791,31
ENSG00000152380,FAM151B,gene-driven,0.4684586286004868,31
ENSG00000152382,TADA1,neutral,0.7194839957810555,31
ENSG00000152402,GUCY1A2,neutral,0.5502529045115784,31
ENSG00000152404,CWF19L2,neutral,0.460597810613791,31
ENSG00000152409,JMY,neutral,0.6805694718470311,31
ENSG00000152413,HOMER1,neutral,0.5151131461242409,31
ENSG00000152422,XRCC4,neutral,0.7966072035588002,31
ENSG00000152430,BOLL,neutral,0.46908329552527606,31
ENSG00000152457,DCLRE1C,neutral,0.7915148438570918,31
ENSG00000152465,NMT2,neutral,0.4030831300174659,31
ENSG00000152492,CCDC50,neutral,0.5917970680807152,31
ENSG00000152495,CAMK4,neutral,0.6415727070652764,31
ENSG00000152518,ZFP36L2,neutral,0.49771982168690576,31
ENSG00000152527,PLEKHH2,regulation-driven,0.32979741136433594,31
ENSG00000152580,IGSF10,regulation-driven,0.445909647755954,31
ENSG00000152592,DMP1,neutral,0.7870579216212972,31
ENSG00000152595,MEPE,neutral,0.553651079468794,31
ENSG00000152611,CAPSL,gene-driven,0.4364765768330182,31
ENSG00000152661,GJA1,neutral,0.7545203502894148,31
ENSG00000152669,CCNO,gene-driven,0.6583180649311793,31
ENSG00000152670,DDX4,neutral,0.8494930362785666,31
ENSG00000152684,PELO,neutral,0.6376731740368806,31
ENSG00000152705,CATSPER3,neutral,0.7753860440812164,31
ENSG00000152749,GPR180,neutral,0.575005521389206,31
ENSG00000152760,DYNLT5,neutral,0.31478142982037194,31
ENSG00000152766,ANKRD22,neutral,0.5588073281941004,31
ENSG00000152767,FARP1,regulation-driven,0.5548946323237758,31
ENSG00000152778,IFIT5,neutral,0.7168937506600822,31
ENSG00000152782,PANK1,regulation-driven,0.7345047869690202,31
ENSG00000152785,BMP3,neutral,0.5002283247198029,31
ENSG00000152795,HNRNPDL,gene-driven,0.6808709503766894,31
ENSG00000152804,HHEX,neutral,0.472289749426271,31
ENSG00000152822,GRM1,regulation-driven,0.5646983805602436,31
ENSG00000152932,RAB3C,dual-driven,0.6480857782279371,31
ENSG00000152939,MARVELD2,gene-driven,0.3301446291329607,31
ENSG00000152942,RAD17,gene-driven (relaxed),0.4600102036661968,31
ENSG00000152944,MED21,gene-driven,0.7573352197707957,31
ENSG00000152953,STK32B,neutral,0.5533037382908801,31
ENSG00000152969,JAKMIP1,neutral,0.7463029033133854,31
ENSG00000152990,,gene-driven,0.6424309417875147,31
ENSG00000153002,CPB1,neutral,0.5572389730750646,31
ENSG00000153006,SREK1IP1,gene-driven,0.5419169916513971,31
ENSG00000153015,CWC27,gene-driven,0.5559266256346309,31
ENSG00000153064,BANK1,neutral,0.24729897770965292,31
ENSG00000153086,ACMSD,regulation-driven,0.7126144922244766,31
ENSG00000153140,CETN3,neutral,0.6814444484959382,31
ENSG00000153157,SYCP2L,neutral,0.6714624006401786,31
ENSG00000153162,BMP6,neutral,0.672096866354874,31
ENSG00000153179,RASSF3,gene-driven,0.6452014754911332,31
ENSG00000153208,MERTK,neutral,0.48647071981480383,31
ENSG00000153266,FEZF2,neutral,0.5847367609058043,31
ENSG00000153294,ADGRF4,neutral,0.7681174985445159,31
ENSG00000153395,LPCAT1,regulation-driven,0.790896020602081,31
ENSG00000153485,LYSET,gene-driven,0.6403369065310295,31
ENSG00000153487,ING1,neutral,0.6491183914157866,31
ENSG00000153495,TEX29,gene-driven,0.9215183539146462,31
ENSG00000153498,SPACA7,neutral,0.5508985399917629,31
ENSG00000153531,ADPRHL1,regulation-driven,0.45970143192649526,31
ENSG00000153558,FBXL2,neutral,0.355008489757755,31
ENSG00000153560,UBP1,neutral,0.5630008770452571,31
ENSG00000153561,RMND5A,neutral,0.4707324966286429,31
ENSG00000153563,CD8A,neutral,0.5841817753099604,31
ENSG00000153574,RPIA,neutral,0.4156705181967235,31
ENSG00000153714,LURAP1L,neutral,0.3864532065538071,31
ENSG00000153820,SPHKAP,regulation-driven,0.8053379479336734,31
ENSG00000153823,PID1,neutral,0.4384239827287675,31
ENSG00000153832,FBXO36,gene-driven,0.6109208107198256,31
ENSG00000153898,MCOLN2,regulation-driven,0.5321451735767881,31
ENSG00000153936,HS2ST1,gene-driven,0.5816509841751378,31
ENSG00000153975,ZUP1,neutral,0.640194056318705,31
ENSG00000153989,NUS1,neutral,0.5673912091333537,31
ENSG00000153993,SEMA3D,regulation-driven,0.5696652995564276,31
ENSG00000154001,PPP2R5E,neutral,0.8602824859214079,31
ENSG00000154007,ASB17,neutral,0.8042539943272067,31
ENSG00000154025,SLC5A10,gene-driven,0.6154861130111072,31
ENSG00000154124,OTULIN,gene-driven,0.55321985729321,31
ENSG00000154127,UBASH3B,neutral,0.7046797099971397,31
ENSG00000154133,ROBO4,gene-driven,0.7473042717367705,31
ENSG00000154143,PANX3,neutral,0.48196700088749556,31
ENSG00000154146,NRGN,gene-driven,0.4780726922947244,31
ENSG00000154174,TOMM70,neutral,0.8471243507781159,31
ENSG00000154252,GAL3ST2,neutral,0.6075020837973704,31
ENSG00000154269,ENPP3,neutral,0.8443553803056325,31
ENSG00000154274,C4orf19,neutral,0.5026967686084427,31
ENSG00000154277,UCHL1,gene-driven,0.39965647283878636,31
ENSG00000154305,MIA3,gene-driven,0.5872487222843017,31
ENSG00000154328,NEIL2,gene-driven,0.572889217193254,31
ENSG00000154342,WNT3A,neutral,0.800460636189749,31
ENSG00000154359,LONRF1,neutral,0.40631086859324095,31
ENSG00000154415,PPP1R3A,neutral,0.6043373292664049,31
ENSG00000154478,GPR26,neutral,0.709123608181189,31
ENSG00000154511,DIPK1A,regulation-driven,0.6445192014981305,31
ENSG00000154518,ATP5MC3,neutral,0.5968860074874165,31
ENSG00000154548,SRSF12,neutral,0.7636761574877318,31
ENSG00000154553,PDLIM3,regulation-driven,0.48249216343352885,31
ENSG00000154589,LY96,neutral,0.7412207570899665,31
ENSG00000154678,PDE1C,neutral,0.3416292207314676,31
ENSG00000154764,WNT7A,neutral,0.3156595021149553,31
ENSG00000154781,CCDC174,neutral,0.6169900637089535,31
ENSG00000154813,DPH3,neutral,0.34488105502507926,31
ENSG00000154814,OXNAD1,gene-driven,0.6378888976376733,31
ENSG00000154917,RAB6B,neutral,0.4911878803879822,31
ENSG00000154928,EPHB1,regulation-driven,0.765089637656671,31
ENSG00000154997,SEPTIN14,neutral,0.5267226115716981,31
ENSG00000155011,DKK2,neutral,0.40441537518263115,31
ENSG00000155016,CYP2U1,neutral,0.5837223570412762,31
ENSG00000155052,CNTNAP5,regulation-driven,0.5842664936474442,31
ENSG00000155087,ODF1,gene-driven,0.5894089513953757,31
ENSG00000155090,KLF10,neutral,0.5511987468269398,31
ENSG00000155096,AZIN1,neutral,0.5896174158790756,31
ENSG00000155097,ATP6V1C1,neutral,0.4468033109025965,31
ENSG00000155158,TTC39B,neutral,0.4500816442334583,31
ENSG00000155189,AGPAT5,gene-driven,0.39450165479126076,31
ENSG00000155252,PI4K2A,neutral,0.5186188804364164,31
ENSG00000155256,ZFYVE27,gene-driven,0.501164544465156,31
ENSG00000155269,GPR78,gene-driven,0.3288124522616236,31
ENSG00000155275,TRMT44,neutral,0.6452002008333559,31
ENSG00000155324,GRAMD2B,gene-driven,0.5450708175668111,31
ENSG00000155329,ZCCHC10,neutral,0.6025031339782752,31
ENSG00000155363,MOV10,neutral,0.7072307620918448,31
ENSG00000155380,SLC16A1,gene-driven,0.42925959968603156,31
ENSG00000155463,OXA1L,gene-driven,0.651536346268955,31
ENSG00000155511,GRIA1,regulation-driven,0.6156274368944161,31
ENSG00000155530,LRGUK,regulation-driven,0.6053604059894521,31
ENSG00000155542,SETD9,gene-driven,0.6502674119467955,31
ENSG00000155545,MIER3,gene-driven,0.7630588481739198,31
ENSG00000155629,PIK3AP1,regulation-driven,0.37574505133815495,31
ENSG00000155636,RBM45,neutral,0.7840568642272299,31
ENSG00000155660,PDIA4,gene-driven,0.4804474073070141,31
ENSG00000155729,KCTD18,neutral,0.6734908505374237,31
ENSG00000155749,FLACC1,gene-driven,0.6097111990757842,31
ENSG00000155754,C2CD6,neutral,0.509318931110474,31
ENSG00000155755,TMEM237,neutral,0.6620636708571739,31
ENSG00000155760,FZD7,neutral,0.5641045414445438,31
ENSG00000155761,SPAG17,gene-driven,0.5218641276641995,31
ENSG00000155792,DEPTOR,regulation-driven,0.3486478781397837,31
ENSG00000155833,CYLC2,gene-driven,0.565588530961322,31
ENSG00000155858,LSM11,neutral,0.38531830058580374,31
ENSG00000155875,SAXO1,gene-driven,0.408319903402936,31
ENSG00000155886,SLC24A2,regulation-driven,0.9081867844590722,31
ENSG00000155890,TRIM42,neutral,0.6607679576169696,31
ENSG00000155897,ADCY8,regulation-driven,0.3736189686057446,31
ENSG00000155903,RASA2,neutral,0.3492237467012116,31
ENSG00000155906,RMND1,neutral,0.741706334724497,31
ENSG00000155957,TMBIM4,neutral,0.46036065310908625,31
ENSG00000155975,VPS37A,neutral,0.5498307442746303,31
ENSG00000156026,MCU,gene-driven,0.4492996913148726,31
ENSG00000156049,GNA14,neutral,0.36668567943913544,31
ENSG00000156127,BATF,neutral,0.4661509105828032,31
ENSG00000156136,DCK,neutral,0.6999796015982531,31
ENSG00000156140,ADAMTS3,regulation-driven,0.5530301502423929,31
ENSG00000156150,ALX3,gene-driven,0.43786452659367103,31
ENSG00000156172,CFAP418,neutral,0.8312354648654343,31
ENSG00000156194,PPEF2,neutral,0.5509675315016433,31
ENSG00000156234,CXCL13,gene-driven,0.43081823235111705,31
ENSG00000156345,CDK20,gene-driven,0.5652850277938213,31
ENSG00000156374,PCGF6,neutral,0.5380552269148161,31
ENSG00000156384,SFR1,neutral,0.5046645023888614,31
ENSG00000156427,FGF18,neutral,0.5088675229668957,31
ENSG00000156463,SH3RF2,regulation-driven,0.5850249417689939,31
ENSG00000156466,GDF6,neutral,0.464250437467537,31
ENSG00000156467,UQCRB,gene-driven,0.4292566409944173,31
ENSG00000156471,PTDSS1,neutral,0.44420347313624475,31
ENSG00000156508,EEF1A1,gene-driven,0.9104339996416346,31
ENSG00000156510,HKDC1,regulation-driven,0.4199795628355205,31
ENSG00000156521,TYSND1,neutral,0.681661299062214,31
ENSG00000156535,CD109,neutral,0.508718847577273,31
ENSG00000156574,NODAL,gene-driven (relaxed),0.8963924918249649,31
ENSG00000156575,PRG3,neutral,0.41905236833321646,31
ENSG00000156587,UBE2L6,gene-driven,0.29268077253015345,31
ENSG00000156603,MED19,neutral,0.45563294511751606,31
ENSG00000156711,MAPK13,neutral,0.5960082659986621,31
ENSG00000156735,BAG4,neutral,0.8298301376373562,31
ENSG00000156804,FBXO32,regulation-driven,0.5595114524357576,31
ENSG00000156831,NSMCE2,neutral,0.5405333220605961,31
ENSG00000156869,FRRS1,neutral,0.38558968675183247,31
ENSG00000156876,SASS6,regulation-driven,0.7450091518896649,31
ENSG00000156928,MALSU1,neutral,0.2886169485584995,31
ENSG00000156958,GALK2,gene-driven,0.5319403813072585,31
ENSG00000156959,LHFPL4,neutral,0.7980321292489977,31
ENSG00000156966,B3GNT7,neutral,0.4446392085706671,31
ENSG00000157005,SST,neutral,0.2876409841782872,31
ENSG00000157014,TATDN2,neutral,0.7727246397894467,31
ENSG00000157020,SEC13,neutral,0.36387657135783147,31
ENSG00000157036,EXOG,neutral,0.5274375559883152,31
ENSG00000157060,SHCBP1L,neutral,0.3938809118002454,31
ENSG00000157064,NMNAT2,regulation-driven,0.45145085445091027,31
ENSG00000157077,ZFYVE9,neutral,0.6523549365692638,31
ENSG00000157093,LYZL4,neutral,0.583359466545157,31
ENSG00000157110,RBPMS,neutral,0.6880503841772264,31
ENSG00000157111,TMEM171,gene-driven,0.5718241742953056,31
ENSG00000157119,KLHL40,neutral,0.8671401306610329,31
ENSG00000157150,TIMP4,neutral,0.6225864730552506,31
ENSG00000157184,CPT2,neutral,0.6221333879729649,31
ENSG00000157211,CDCP2,neutral,0.5409028544078365,31
ENSG00000157303,SUSD3,neutral,0.5623327175442481,31
ENSG00000157330,CFAP107,neutral,0.9448352611374343,31
ENSG00000157343,ARMC12,neutral,0.5420362288429276,31
ENSG00000157379,DHRS1,neutral,0.5980297969904458,31
ENSG00000157445,CACNA2D3,neutral,0.43242297091391235,31
ENSG00000157456,CCNB2,neutral,0.5749844696972065,31
ENSG00000157510,AFAP1L1,regulation-driven,0.46431283207477014,31
ENSG00000157593,SLC35B2,neutral,0.43654841235737174,31
ENSG00000157653,,neutral,0.4708971355296758,31
ENSG00000157693,TMEM268,neutral,0.4530362784497529,31
ENSG00000157703,SVOPL,neutral,0.39482359358823127,31
ENSG00000157734,SNX22,neutral,0.41088496793886664,31
ENSG00000157765,SLC34A2,gene-driven,0.7929535189801834,31
