cell_type,cell_type_group,cell_type_class,n_genes,n_high_expr,v7_gd_OR,v7_gd_p,v7_gd_n,v7_rd_OR,v7_rd_p,v7_rd_n,loo_brain_gd_OR,loo_brain_gd_p,loo_brain_gd_n,loo_brain_rd_OR,loo_brain_rd_p,loo_brain_rd_n,loo_tau_gd_OR,loo_tau_gd_p,loo_tau_gd_n,loo_tau_rd_OR,loo_tau_rd_p,loo_tau_rd_n,loo_campra_gd_OR,loo_campra_gd_p,loo_campra_gd_n,loo_campra_rd_OR,loo_campra_rd_p,loo_campra_rd_n,loo_double_gd_OR,loo_double_gd_p,loo_double_gd_n,loo_double_rd_OR,loo_double_rd_p,loo_double_rd_n,v7_gd_fdr,v7_rd_fdr,loo_brain_gd_fdr,loo_brain_rd_fdr,loo_tau_gd_fdr,loo_tau_rd_fdr,loo_campra_gd_fdr,loo_campra_rd_fdr,loo_double_gd_fdr,loo_double_rd_fdr
esophageal suprabasal cells,suprabasal cells,squamous epithelial cells,4974,1048,1.4996557359625762,1.3234215271945462e-07,321,0.611272603423285,0.9990589539210533,42,1.5117287510091109,1.7901807302572743e-07,294,0.6832457843638222,0.9997076451929461,98,1.3363911580438776,8.827888300315541e-05,331,1.3052025202520252,0.09992466670550379,38,1.5903118300112504,1.0621603023067463e-08,282,0.5899279672715408,0.999999901236553,116,1.2947187856760094,0.0006313234979320881,295,1.279831045406547,0.025059636975486056,101,1.3587127679197343e-06,0.9998241684620686,1.2084619890572753e-06,0.9999900707622584,0.0012359043620441758,0.10468298416767065,1.168376332537421e-07,0.9999999933075148,0.0074787552831955045,0.026432767768663375
extravillous trophoblasts,trophoblast cells,trophoblast cells,4974,1065,1.545397317171767,1.24800643977088e-08,331,0.5639255760146534,0.9998241684620686,40,1.6639147802929428,1.0052037891458772e-10,314,0.6235695631528965,0.999987482326385,93,1.3127505459048985,0.00020546382321923355,333,1.1860683048729697,0.21692364501582126,36,1.6933090977016862,6.36427405635161e-11,296,0.5829364123283355,0.9999999542775335,117,1.3058709822821677,0.0003983048933633692,301,1.1108024691358025,0.21453196314552087,93,2.1354776858301723e-07,0.9998241684620686,4.626316178463655e-09,0.9999900707622584,0.0018612605162212923,0.21834144661723184,1.6620394754521053e-09,0.9999999933075148,0.006133895357795885,0.21879418757887556
fallopian secretory cells,secretory cells,glandular epithelial cells,4974,1071,1.4770187908817027,3.11741176054409e-07,325,0.9556631956299079,0.6437859304967386,61,1.5210184552289816,9.623701306905765e-08,301,1.000099632687492,0.5175548897941717,132,1.292000650386402,0.0004391752974408038,332,2.0868989763209598,3.7068418945484185e-05,53,1.5628602586072597,2.9641192611572613e-08,285,0.8708835430201021,0.9314949685815855,157,1.2697688915075207,0.0013639949974785372,298,1.8603762515644555,6.08659864542669e-08,131,2.489855671233135e-06,0.909569112811906,7.800263164544673e-07,0.7663793560413696,0.0029405650350384253,6.072911188941026e-05,2.402496664306412e-07,0.9999999933075148,0.012356189977158514,9.100351372773887e-08
fallopian tube ciliated cells,ciliated cells,ciliated cells,4974,1067,1.4099152132716883,6.364444459841663e-06,316,1.0467442308365724,0.40007532732357926,65,1.4202815068710528,7.79822584552459e-06,289,1.005552158493335,0.4969060380827049,132,1.2860376018815733,0.0005556381783670748,330,2.1623364348574907,1.5189675647485142e-05,54,1.4354449148278106,6.994387719403501e-06,271,0.9171928852248913,0.829005658934173,162,1.2703139717425431,0.0013568892313455282,297,1.580226646701052,7.023604109396106e-05,118,2.2793591786409678e-05,0.637807000525147,2.3639528875810027e-05,0.7429468918906462,0.0034227311787411807,2.6283258985536086e-05,1.8376251243465866e-05,0.9999999933075148,0.012356189977158514,8.865860924975413e-05
fibro-adipogenic progenitors,fibro-adipogenic progenitors,mesenchymal cells,4974,1118,1.2827307904919845,0.0007328108461147708,314,1.9579880736323567,2.3086283906038526e-07,103,1.2706065822188874,0.0015576684758726268,284,2.0686767169179228,1.6478559076786676e-14,215,1.1164319040978306,0.07834775731254666,320,4.293324266122634,2.1608728072994255e-17,80,1.327227330261679,0.0003088757187393605,271,1.9011772136735383,7.865353389711075e-14,263,1.0622763082179232,0.23238395824890257,281,3.832969247083775,6.340703252502283e-35,198,0.0009813293069710844,1.7776438607649665e-06,0.002032889366816818,1.3356305778027094e-13,0.08937447871209026,3.0252219302191953e-16,0.00042853027644920293,8.075096146770036e-13,0.2909522729295203,4.6498490518350075e-34
fibroblasts,fibroblasts,mesenchymal cells,4974,1189,1.253580344238602,0.0016423031458221203,329,1.300673320487562,0.03038484541256932,84,1.3232750394262354,0.000194551084955276,308,1.282434442147885,0.0063413131110169885,172,1.1291205375275768,0.0546790493768975,342,2.730661737197685,6.067973267999125e-09,67,1.3584462958380306,7.497256512408838e-05,291,1.1889679392297596,0.028011219475872345,213,1.096317985872578,0.12298978490724449,304,2.3466333658219622,1.0298302281986944e-14,163,0.0019914542083197366,0.08650717585221628,0.0003120923654490886,0.01743861105529672,0.0725911517589846,1.988229538876309e-08,0.00012153447399062747,0.07567943507516388,0.18094112675158047,2.6432309190433154e-14
foveolar cells,gastric glandular cells,glandular epithelial cells,4974,1048,1.438334847108689,2.1252489115997778e-06,314,0.9201719320868257,0.7315210627930444,58,1.437141851733478,4.422019284318531e-06,286,1.0435291438979963,0.3592956082718966,133,1.2686505711445373,0.0011081162803552765,322,2.0829149933065594,4.261322366613503e-05,52,1.4991009198082652,5.897163004402232e-07,273,0.9251126126126126,0.803855883642819,160,1.1943857173099992,0.014235866585876255,282,1.9682169601295285,3.822980313726763e-09,133,1.0739933812849446e-05,0.9756973430133842,1.5133132661890085e-05,0.5543016998591448,0.005227565442820767,6.907827836405047e-05,2.4544948721025507e-06,0.9999999933075148,0.03986042644045352,6.007540492999199e-09
gastric chief cells,gastric glandular cells,glandular epithelial cells,4974,949,1.4863024299644019,5.987095979596503e-07,291,0.865616574428835,0.8366863344064392,50,1.5330143846677242,1.7850431762423248e-07,270,0.9180198901939969,0.7926470582197269,110,1.2641409317627084,0.0018402977324721262,292,2.2286667726044813,1.2135689373120256e-05,50,1.5877658164077,3.432780093904495e-08,257,0.794835347074153,0.989374039434895,130,1.2512708776004349,0.0036212132139495663,263,1.6699548869733594,1.6920586541776832e-05,110,3.8417199202410896e-06,0.9998241684620686,1.2084619890572753e-06,0.9999900707622584,0.006602871690631548,2.1237456402960445e-05,2.5267301954695447e-07,0.9999999933075148,0.020444559440239034,2.189722964229943e-05
gastric progenitor cells,proliferating cells,stem and proliferating cells,4974,868,1.346302547312674,0.00024575496298083276,253,0.6055294760330732,0.9982674691912955,34,1.4237966189185702,2.6764314407101865e-05,238,0.6483621714436666,0.9998299883830221,77,1.1439907769243438,0.057018834330217864,253,1.4847177809176768,0.03166905675202897,35,1.4463622460126722,1.868800819683976e-05,224,0.6171458171458172,0.9999954042159234,98,1.1378894279877425,0.07149796782600895,228,1.2094990805559283,0.083456037041554,81,0.00041137243803313306,0.9998241684620686,5.88814916956241e-05,0.9999900707622584,0.07317417072377959,0.03559879372125884,3.889126030153139e-05,0.9999999933075148,0.1310796076810164,0.08625657519731084
goblet cells,goblet cells,glandular epithelial cells,4974,1057,1.3020705364085459,0.0004606876777521644,300,1.0601699561403508,0.36686245552160257,65,1.3200143396320114,0.00036470151218352133,275,0.9970496336051422,0.5291510705303739,130,1.1443087855297158,0.043691994546087354,307,1.646552054952224,0.00508629800519906,45,1.364262021570302,0.00010850768498812159,261,0.8799539504070701,0.9152907665040715,156,1.1263007255523967,0.07330467930039157,275,1.7105804527378403,3.2909639909383007e-06,123,0.0006727922780096016,0.6074926682830838,0.0005452818725850707,0.7733855533063839,0.06235703643996037,0.0063168539741988335,0.00016710183488170724,0.9999999933075148,0.1316261847202135,4.407030040039116e-06
gonadotrophs,pituitary endocrine cells,endocrine cells,4974,1054,1.261441647597254,0.0018621594894306737,294,2.126238308705518,9.005413031074402e-09,103,1.2427928379729676,0.004402902061771757,265,2.1714216833464657,6.32840915530409e-16,210,1.1569131715739684,0.032094236822417056,308,4.037177998236949,7.737993870007349e-16,75,1.2633443700606617,0.0029730701252548486,249,1.9052464947987335,1.6974005981336203e-13,250,1.0617998541516984,0.23918926374467694,265,4.337155989924901,6.422073416940123e-41,201,0.0022230431114133625,1.06679508214266e-07,0.005305223019788426,8.121458415973583e-15,0.04845600461423751,7.447819099882074e-15,0.003521944609917282,1.612327460756386e-12,0.29234243346571626,9.88999306208779e-40
granulosa cells,reproductive supporting cells,specialized epithelial cells,4974,927,1.396048530939454,2.8287816691370485e-05,275,1.2630510440835268,0.06515360003098111,65,1.4400759563303995,9.388360631874456e-06,255,1.1235779935670682,0.15269020232267472,124,1.2605960382344075,0.002234517845597153,285,2.297372768947944,6.1150086977204375e-06,50,1.484431351209352,2.860227450634413e-06,242,0.989273647983493,0.5601022718289981,148,1.2253102348258178,0.008098163859854521,254,2.058195628997868,1.1626923971142214e-09,123,7.255831341876604e-05,0.16448613778313265,2.6287409769248478e-05,0.2702792087091024,0.007480777135260034,1.1345919752396956e-05,9.371809093568076e-06,0.9176143602304863,0.029756997105299436,1.946245969082501e-09
hematopoietic stem cells,stem cells,stem and proliferating cells,4974,917,1.518374187570683,2.0457517454712583e-07,285,1.149032707167933,0.19612297720142235,60,1.486818901605125,1.6411979198875735e-06,257,1.2361687413554634,0.027259059643139474,131,1.276652965267327,0.0013898349873782759,284,2.185684695051784,2.382299594937215e-05,48,1.5110311339617253,1.1131144289651545e-06,242,1.1391352228597924,0.09840916632776942,161,1.2058101958921406,0.013938680309413084,249,2.4099094608003724,6.773129525195888e-14,134,1.8222610800957867e-06,0.40270584652025393,6.830931882775306e-06,0.06265515201557431,0.0056495455992514555,4.031583929893749e-05,4.457490998865335e-06,0.2484428133520736,0.03975105125277065,1.6297842920002607e-13
hepatic stellate cells,stellate cells,mesenchymal cells,4974,732,1.2065911511926872,0.021757976430150823,201,1.3667564514727604,0.029241631023582723,55,1.2853628536285362,0.004111664039798296,190,1.2976190476190477,0.014335956778312333,109,1.1180320169886062,0.11292921438741245,211,2.375061525840853,1.018030340220927e-05,42,1.2858901606232567,0.0049480313952398,177,1.1132170004789212,0.1695283611488265,127,1.1023239153795221,0.1550851555717678,189,1.995273310234266,7.16597917359988e-08,98,0.023108471518918806,0.08632328044789316,0.005025367159753473,0.03679562239766832,0.12247252827930646,1.8444314399296794e-05,0.005729299510277663,0.37836764662201855,0.21516318881128146,1.0496316304432197e-07
hepatocytes,hepatocytes,specialized epithelial cells,4974,982,1.3396308962627477,0.00016714347897461477,284,0.8067225414228735,0.9234890496543335,49,1.3808852007373345,5.972481569333773e-05,263,0.8211152910333187,0.9648627700550971,105,1.2050990319350172,0.010034625404164898,294,1.3183328299607369,0.0960759386657845,36,1.4390978032123727,1.060419061789897e-05,251,0.7565342302571649,0.997493107433424,130,1.2283692736477898,0.006411501051598396,269,1.4007637317617698,0.0037899045758055237,101,0.0002892145591246143,0.9998241684620686,0.00011216611727773183,0.9999900707622584,0.022076175889162775,0.10134037366116994,2.5123774694714482e-05,0.9999999933075148,0.02821060462703294,0.004198887083985975
hofbauer cells,mononuclear phagocytes,blood and immune cells,4974,1050,1.5485692365987267,1.2452784839400692e-08,327,0.8764485648065609,0.8253394960828502,56,1.6038848702514037,2.3835773113833053e-09,304,0.728082489595627,0.9981624842497453,103,1.3241245457548727,0.00014167204276617536,330,1.553099730458221,0.012700866932869774,43,1.6481218536207565,6.931172277837384e-10,288,0.7082298545383796,0.9997811541807652,133,1.2590227315877591,0.002074605568003951,291,1.3519761372110366,0.007615233547648478,105,2.1354776858301723e-07,0.9998241684620686,4.588386324412863e-08,0.9999900707622584,0.0013968208494946263,0.015045642366630349,1.3342506634836965e-08,0.9999999933075148,0.01597446287363042,0.008317347278991956
innate lymphoid cells,innate lymphoid cells,blood and immune cells,4974,1082,1.359212962962963,4.742842561753331e-05,314,1.0271006917490382,0.4509020814445263,65,1.4129844870045332,9.577141271988192e-06,292,0.9962153143659993,0.5323303159121864,133,1.184012940482538,0.014811006631160174,320,1.8756921373200444,0.0004156407314949452,50,1.4207385785416078,1.1414575285655564e-05,273,0.9910552458754648,0.5543962239751422,173,1.1236575231284869,0.07574759799704091,281,2.127369542066028,2.8001284569331185e-11,143,0.00010287292317042436,0.6943892054245705,2.633713849796753e-05,0.7733855533063839,0.030411933615982226,0.0005926728949094589,2.663400899986298e-05,0.9176143602304863,0.1325582964948216,5.195419064671087e-11
kupffer cells,mononuclear phagocytes,blood and immune cells,4974,853,1.4858757062146892,1.5514322807243954e-06,263,0.9683804338960933,0.604383784903599,49,1.586441371250487,5.54925660959102e-08,249,0.9088613129299814,0.8079255349970635,98,1.2959143064540777,0.0009910462566609466,267,1.8281627260717053,0.0015009856302719133,40,1.6039783447816596,5.464528480828054e-08,234,0.8668354964651261,0.9207205798202447,124,1.267879976848736,0.003121936351855357,239,1.5515668368570743,0.0003638089506933562,95,8.532877543984176e-06,0.8780670082561721,5.02697363457069e-07,0.9999900707622584,0.005087370784192859,0.0020100155396684753,3.5064057751980014e-07,0.9999999933075148,0.020157237025992536,0.00044115416068328235
lacrimal acinar cells,acinar cells,glandular epithelial cells,4974,873,1.467406191516723,2.678059878737742e-06,267,1.4252893124574542,0.010044882451514615,67,1.4621995994659547,6.282702877876037e-06,243,1.3711131388407853,0.0020191588709419423,134,1.2869023355326252,0.0012058231364898526,272,2.8106149169978956,1.8661892772012295e-08,54,1.4879938123768168,3.98949550278349e-06,229,1.2367366374350224,0.01721037593365603,162,1.2200950934640353,0.010780705122778587,239,2.752368714391875,7.385764341494783e-18,139,1.1783463466446066e-05,0.033467860844489335,1.9745637616181833e-05,0.005758341965278873,0.005305621800555351,5.635159778215477e-08,1.1952192798214537e-05,0.050969190265058244,0.035164306088768256,2.321240221612646e-17
lactotrophs,pituitary endocrine cells,endocrine cells,4974,1068,1.3021458857966897,0.00043995975807760646,303,2.22684703433923,8.296469851305815e-10,107,1.2558386315608079,0.0028660570381518736,270,2.127487896718666,3.078376982041821e-15,210,1.1773608690239044,0.018283015638479387,315,4.079637096774194,4.1121830216679197e-16,76,1.2791167621454829,0.0017739363908039628,254,1.824157017530335,5.769608452345816e-12,247,1.0652868324211233,0.22548883600627692,269,4.108763666947015,4.283665698600456e-38,198,0.0006578039101354504,1.0647136309175795e-08,0.00355945793447894,2.7886473837320027e-14,0.03392270371476898,4.871355271821998e-15,0.0022031145498694377,3.5540788066450227e-11,0.2846334487292348,5.074496289111309e-37
late primary spermatocytes,spermatogenic cell types,germ cells,4974,1110,1.3935466078323222,9.839583964653123e-06,326,0.851395518161961,0.8738132309784368,58,1.412046855733662,8.433518704104878e-06,299,0.7718448946084941,0.9928956359234643,114,1.4145045965270684,2.1139375268144672e-06,360,0.8818267419962336,0.7574483666503258,30,1.4706493506493505,1.2451156043708901e-06,285,0.7725961538461539,0.9968391129696672,150,1.3674737573921327,3.0289163206230876e-05,321,1.0806090461262876,0.282195511299929,95,3.224033894801236e-05,0.9998241684620686,2.4051145933928726e-05,0.9999900707622584,0.00010851545970980932,0.7574483666503258,4.793695076827927e-06,0.9999999933075148,0.0013131078778645115,0.28590861013282276
late spermatids,spermatogenic cell types,germ cells,4974,1117,1.4183574962754202,3.200703083918628e-06,331,0.8828939301042306,0.8177877401011375,60,1.431424629288951,3.587353917952716e-06,303,0.8600736855328815,0.929548070363154,124,1.3903976630229928,6.082834388178334e-06,359,1.3825537516454585,0.051902040960112,42,1.3910315514876201,2.9947355163832145e-05,278,0.9114091222157582,0.8489786460196179,169,1.3601734001350247,3.938247008408532e-05,322,1.1200180183078878,0.19108570683007517,98,1.3321845268201856e-05,0.9998241684620686,1.3153631032493294e-05,0.9999900707622584,0.00018735129915589267,0.0570922450561232,5.629303721145483e-05,0.9999999933075148,0.0013131078778645115,0.19618132567887717
leydig cells,leydig cells,endocrine cells,4974,1077,1.4367742701867965,1.8486572827694399e-06,322,1.1683278706141529,0.1511689311818644,71,1.478588221719,6.145182024921616e-07,298,1.2247687166559185,0.02583096702403933,152,1.2644433034417153,0.0011627986644699977,330,2.553633681952266,1.0784527342974735e-07,60,1.518361711919006,2.0422515614614852e-07,282,1.1068030187028328,0.14541434229239206,185,1.2122710660958547,0.00811512350441003,292,2.503000171438368,3.085933679188079e-16,156,9.817007639534267e-06,0.33257164860010163,2.9573688494935274e-06,0.0602722563894251,0.005266793950834695,2.7680286846968487e-07,9.530507286820265e-07,0.32932071636806437,0.029756997105299436,8.486317617767218e-16
loop of henle epithelial cells,renal nephron cells,specialized epithelial cells,4974,1135,1.1705015621041965,0.023077699996050048,303,1.7369106602178443,2.1183376888863577e-05,97,1.1117359203296704,0.10064064911426163,267,2.0377861162198534,4.699711844289532e-14,216,1.0681737711663692,0.20166429476141912,317,3.650168002067718,5.399888936343936e-14,75,1.1335312358413407,0.06940872970371101,251,1.907950821798186,4.4453058161962554e-14,267,0.9728071086578031,0.6497719338161421,271,3.662401671013978,9.301592486428024e-33,196,0.024342231502682925,9.88557588146967e-05,0.1033243997573086,3.6187781201029395e-13,0.21126735641672478,4.619904978872034e-13,0.07125962916247663,4.889836397815881e-13,0.6761140392411208,5.305352751518207e-32
lymphatic endothelial cells,endothelial cells,endothelial and mural cells,4974,1134,1.3646278555637434,2.9211788519243473e-05,329,1.0248905565978736,0.455464668112501,68,1.3858851703503523,2.1534970278412e-05,302,1.0894457894392462,0.21218496612705037,148,1.1843240305361782,0.0133725163374118,335,2.4523893691551244,2.957660415004582e-07,61,1.4546029998623917,2.0955749570562523e-06,289,1.048211250673631,0.31753275377623164,188,1.1425026586316909,0.04701018775952171,297,2.266265060240964,2.358922420477154e-13,154,7.255831341876604e-05,0.6944708800923283,5.264103845834045e-05,0.35908225036885444,0.02812168161820684,7.116870373604775e-07,7.334512349696883e-06,0.618987899766325,0.09783201236441005,5.342265481668849e-13
macrophages,mononuclear phagocytes,blood and immune cells,4974,1181,1.320160127239153,0.00014348585773264733,336,0.9886505973792394,0.5558438459548769,69,1.3713523701460588,3.081945935654412e-05,312,1.1000557555947121,0.18174206592901831,155,1.1244976247030878,0.06156975888636499,339,1.9433144254091943,0.00014200350550302773,55,1.38286629006539,3.0222306973269608e-05,292,1.0421269676294571,0.33821668378045977,195,1.0963940691016285,0.12336895005789579,302,2.184955070603338,1.7865064581012397e-12,156,0.00025398646081411136,0.8230764642024139,6.501639371106568e-05,0.3144750354277395,0.07646566829435653,0.00022089434189359868,5.629303721145483e-05,0.6211870787545388,0.18094112675158047,3.5272050583024476e-12
mast cells,mast cells,blood and immune cells,4974,1117,1.369999204644874,2.550703662939153e-05,325,0.9425831202046036,0.6796749575855443,63,1.4226970772297958,5.18933153682588e-06,302,0.961336456716158,0.6642590511340766,134,1.1768897321204201,0.01703900160704211,329,1.9725563909774435,0.00012204844689017497,53,1.4181811707272858,1.0333637356125385e-05,281,0.9440806368772471,0.7448589198610549,173,1.1380215267428382,0.053174510408363324,292,2.0066096866096865,6.865470353937772e-10,142,6.772558001597063e-05,0.9262826855590605,1.6649105347316363e-05,0.8973324024091911,0.03280007809355606,0.00019179041654170353,2.4865314888176708e-05,0.9999999933075148,0.10634902081672665,1.1747582605626854e-09
medullary thymic epithelial cells,secretory gland support,specialized epithelial cells,4974,824,1.3791681478848206,0.00010606135807253531,244,1.3501491390608757,0.02880025703511615,61,1.386771666704655,0.0001301171245214215,223,1.4716292812349252,0.00024153975155267448,133,1.232807848270198,0.007237813465460264,251,3.3147986303136237,6.663948803264511e-11,57,1.4215100510770955,6.063842585484194e-05,211,1.2467446051476365,0.015778016659252894,154,1.176073654714931,0.034631137634537915,221,2.7303500202632085,4.6290432248419745e-17,132,0.00020416811428963045,0.08632328044789316,0.00022019821072855947,0.0008086330812850407,0.01714805036432124,2.773643555953337e-10,0.00010150345197440934,0.04764342285343031,0.07835578584893217,1.39778952279542e-16
megakaryocyte progenitors,megakaryocytes,blood and immune cells,4974,905,1.5335548333396651,1.2006770895805434e-07,283,0.8973542592308871,0.7716842690819783,49,1.5842369837082084,3.1944223353106714e-08,263,0.9563387455433122,0.6713742740778151,108,1.3149216502417824,0.0004063279267274212,285,1.6959965746092913,0.0045647390135683304,40,1.5891472868217054,5.346835401075635e-08,246,0.8601677075970537,0.9352439242371517,131,1.2583533109370364,0.0034031698875052335,252,1.9111067158931083,7.03048725610414e-08,115,1.3207447985385978e-06,0.9821436151952451,3.279606930918956e-07,0.8990577235476829,0.0029405650350384253,0.0057620476072911715,3.5064057751980014e-07,0.9999999933075148,0.020157237025992536,1.0410529206154207e-07
megakaryocyte-erythroid progenitors,megakaryocytes,blood and immune cells,4974,917,1.385299534782937,4.538087820762473e-05,271,1.098139845936641,0.29082237204638867,58,1.4063807678760127,3.535875211836518e-05,249,1.167705475095855,0.08355991812658292,126,1.181723734588755,0.02170020677286919,272,2.4803949903660887,7.305828896424506e-07,52,1.4362403571361861,1.8593119501806172e-05,235,1.0554755334730572,0.3070479780473088,153,1.132803490061238,0.07445257874699042,240,2.4099094608003724,6.773129525195888e-14,134,9.98379320567744e-05,0.5331743487517125,7.164799771352944e-05,0.16497727424992012,0.03754867239350399,1.6545553677196673e-06,3.889126030153139e-05,0.6062229310164815,0.1317896221498451,1.6297842920002607e-13
megakaryocytes,megakaryocytes,blood and immune cells,4974,554,1.3901932184733543,0.0006354304818895931,167,0.7659317898081943,0.9173797109189759,26,1.4902235389173175,6.585805932693864e-05,159,0.5995600320982871,0.9996816783082003,45,1.2311760407755916,0.020143032442545714,170,1.2558520599250935,0.20837101454704324,20,1.5310973224407278,3.147758485803062e-05,151,0.5675750329703659,0.9999865231414057,57,1.269257526688257,0.010960303196499196,157,1.058262970103938,0.38851606574055286,47,0.0008737169125981906,0.9998241684620686,0.00012073977543272084,0.9999900707622584,0.03607008135060512,0.2111127384226622,5.770890557305614e-05,0.9999999933075148,0.035164306088768256,0.3910553864316676
melanocytes,pigment cells,pigment cells,4974,996,1.5746041055718476,6.345502251773245e-09,314,1.1242011357460127,0.23178888403815967,64,1.6193911944385928,2.1331488430576446e-09,291,1.1606845107503292,0.08568656071588525,136,1.3503396557041119,6.713696097637716e-05,317,2.3686136332836427,1.7353119004059923e-06,54,1.6551862160124362,9.600183443381301e-10,275,1.0075229822046048,0.4855849023231689,161,1.3202247191011236,0.00032079732675944003,284,2.3389848667470203,1.5363574498776003e-13,141,1.9217170196347897e-07,0.4627829940292294,4.588386324412863e-08,0.16703456139552314,0.0011398078737914128,3.3827599071205417e-06,1.642698055867467e-08,0.8217590654699781,0.005489198702328196,3.5848340497144004e-13
mesothelial cells,barrier epithelial cells,specialized epithelial cells,4974,1124,1.255797188513757,0.0018206194352912036,312,1.6184002468278762,0.00021348215617045425,92,1.2669522919820893,0.0017237066882931193,285,1.7542579453987222,3.7858169719772975e-09,197,1.1376399987163441,0.04746843152936409,325,3.496035521725341,4.112920837546408e-13,73,1.2898066215947503,0.0010646531733552076,268,1.5141400285433206,1.541240249279944e-06,233,1.0655965120887831,0.2199325909960152,283,3.1012958881203923,7.031134102051394e-25,180,0.0021904327580847295,0.0009132292236180542,0.00221209024997617,1.665759467670011e-08,0.06585710320290153,2.879044586282486e-12,0.001332980395908146,6.246078904976615e-06,0.2799142067222012,2.849459609778723e-24
microglia,glial cells,glial cells,4974,1103,1.4933311158167342,1.1085602551656456e-07,336,1.064639828234031,0.35331014609223654,68,1.481166707701243,4.503385084321063e-07,305,1.2552543752543752,0.013468137000385873,158,1.317356646475157,0.0001451242441033378,345,2.331717171717172,1.589204702500429e-06,58,1.4961062436841104,4.394462350643102e-07,286,1.1880508801233458,0.031902314296781954,198,1.206261744186841,0.00914708438366276,298,2.685156152013044,6.519868690549749e-19,165,1.3132175330423802e-06,0.5979094780022465,2.3117376766181457e-06,0.03515412030609194,0.0013968208494946263,3.137660566475206e-06,1.933563434282965e-06,0.08470614485697278,0.031303355446312554,2.1827386485753506e-18
migrating cytotrophoblasts,trophoblast cells,trophoblast cells,4974,1067,1.5582645433261064,6.454521706733043e-09,333,0.667599836629168,0.9956670902552013,46,1.6584329349269589,1.2956531124555853e-10,314,0.6571705426356589,0.9999239288712262,97,1.3383985453750034,7.401349829814368e-05,337,1.2284789644012946,0.1666141421155932,37,1.7094726755976932,2.7668134513177364e-11,298,0.5946424035143156,0.9999998817501997,119,1.3334686406992917,0.0001427364518429651,305,1.2300299316384586,0.05091710805106186,100,1.9217170196347897e-07,0.9998241684620686,4.626316178463655e-09,0.9999900707622584,0.0011398078737914128,0.1699243568596116,1.6620394754521053e-09,0.9999999933075148,0.003140201940545233,0.05298131513421302
monocyte progenitors,mononuclear phagocytes,blood and immune cells,4974,950,1.3211674936465654,0.0003762430529293893,273,1.0483827879019179,0.4017355782528524,58,1.3541878803665728,0.00018373587731933258,252,1.1622733929202647,0.08751160135433782,130,1.1406550521869967,0.054666954036324156,276,1.9565764358840882,0.000268584967966208,46,1.3758658305255975,0.0001252026248894532,237,1.0910761739573223,0.1958303580775365,162,1.083513363191944,0.17778959034390487,242,2.321490705979306,5.141354594324013e-13,135,0.0005736775262487717,0.637807000525147,0.0002978455274439707,0.1684598326071003,0.0725911517589846,0.0004015736414252042,0.00018719615760170674,0.43082678777058026,0.23716250595883928,1.0846145308573945e-12
monocytes,mononuclear phagocytes,blood and immune cells,4974,1132,1.3847766735521707,1.2640037033161044e-05,331,0.9057814459683619,0.7700713962941882,62,1.4330425466789103,3.050075076798619e-06,307,0.973653984206748,0.6190963573913355,137,1.1749129752150427,0.0175784947822335,333,1.765438153080086,0.0012357469169471547,50,1.4497708025794422,2.599214888095858e-06,288,0.900966900966901,0.8767404814923525,170,1.146020925182602,0.043317920573779395,297,1.9441384675822864,3.660346591431907e-09,141,3.968235373867572e-05,0.9821436151952451,1.1456379556755788e-05,0.8746865966813364,0.03301327068858487,0.0016991520108023378,8.70171940797309e-06,0.9999999933075148,0.09265221900502815,5.811271908046532e-09
mucous neck cells,gastric glandular cells,glandular epithelial cells,4974,1014,1.3916542473919522,1.8996443986098407e-05,299,1.028548684734233,0.44916245265509447,61,1.3796594300427176,5.213959928155193e-05,271,1.1683037974683543,0.07480769043345112,139,1.1955755041010694,0.012223720761085601,302,2.3847085337549196,1.2865124007418634e-06,55,1.4420568962066296,7.617094985098507e-06,259,1.0646580907244414,0.2682122444247456,170,1.104326878532382,0.11820917383864735,261,2.3078930718127175,2.9993684613874966e-13,142,5.132372585717815e-05,0.6943892054245705,0.00010163921885264554,0.1536149877262802,0.026145180516766425,2.6416387961899594e-06,1.891988109201887e-05,0.5581714275866329,0.17673992981700673,6.505672437375697e-13
myonuclei,myocytes,muscle cells,4974,1086,1.2195869320938255,0.006327655315307591,297,1.4756897687877832,0.0027799996268819773,84,1.1974499859115244,0.014598121333302013,267,1.7058666317306432,3.027926282090966e-08,188,1.1034749034749034,0.10604531025504599,309,3.179567779960707,3.1095899596838774e-11,68,1.2527075812274369,0.0037287562450269277,255,1.587887983639542,1.1591711959667388e-07,232,1.0224144649676565,0.40463866425858663,267,3.265227333471921,7.644039236262547e-27,180,0.007165139107039479,0.010193331965233917,0.016776945412899327,1.2602720201135372e-07,0.11664984128055057,1.3682195822609062e-10,0.004383423372016388,5.100353262253651e-07,0.45155329199871264,3.363377263955521e-26
