gene_id,gene_symbol,classification_loo_brain,prenatal_mean,postnatal_mean,ratio
ENSG00000145390,USP53,regulation-driven,7.24290758649789,7.973294191637629,0.908395879095272
ENSG00000145391,SETD7,neutral,1.7542509873417722,1.61233593728223,1.08801828873129
ENSG00000145414,NAF1,neutral,4.529933729957806,2.6856712857142857,1.6867044578588541
ENSG00000145416,MARCHF1,neutral,12.712528582278482,3.4182451742160285,3.7190218765375977
ENSG00000145423,SFRP2,neutral,53.123906898734184,16.827283027874564,3.157010362916812
ENSG00000145428,RNF175,gene-driven,5.668882489451477,1.7025282439024392,3.329684843558063
ENSG00000145439,CBR4,neutral,0.3304854599156118,2.2263306480836236,0.14844401490860595
ENSG00000145451,GLRA3,regulation-driven,0.5896988227848101,1.8400424703832752,0.3204810933858378
ENSG00000145476,CYP4V2,neutral,0.7595014092827003,0.6772597456445993,1.121432971864916
ENSG00000145494,NDUFS6,neutral,31.78468921940928,17.73262167944251,1.792441625045065
ENSG00000145506,NKD2,neutral,2.2112074683544307,5.666634888501742,0.39021527094347064
ENSG00000145526,CDH18,gene-driven,0.4716886286919831,0.48174670731707314,0.9791216453121078
ENSG00000145536,ADAMTS16,regulation-driven,18.663924898734173,7.454292355400697,2.5037822517401005
ENSG00000145545,SRD5A1,gene-driven,7.400258945147678,11.099593083623693,0.6667144362315406
ENSG00000145569,OTULINL,neutral,57.82842469620253,21.590690905923346,2.6783962101156042
ENSG00000145604,SKP2,gene-driven,0.7892067848101266,0.9073382334494773,0.8698043967680675
ENSG00000145632,PLK2,gene-driven,0.12374035021097048,0.09339941463414635,1.324851453252381
ENSG00000145642,SHISAL2B,gene-driven,0.09553571729957805,0.2747834529616725,0.34767638396662703
ENSG00000145649,GZMA,gene-driven,11.963306383966245,20.92213197560976,0.571801496994313
ENSG00000145685,LHFPL2,gene-driven,28.621299565400843,5.494124198606272,5.2094380343024245
ENSG00000145692,BHMT,regulation-driven,0.09128422362869197,0.05033069337979094,1.8136889738408597
ENSG00000145700,ANKRD31,gene-driven,2.8423728987341774,0.2556965052264808,11.116197682156711
ENSG00000145708,CRHBP,gene-driven,11.184938185654008,8.866309588850173,1.2615099973183461
ENSG00000145723,GIN1,neutral,8.25973028270042,2.4611982055749126,3.355979320962907
ENSG00000145736,GTF2H2,neutral,4.518292573839662,3.351543641114982,1.3481228525302833
ENSG00000145757,SPATA9,gene-driven,0.016442987341772155,0.051042299651567945,0.32214432841031
ENSG00000145780,FEM1C,neutral,5.627775050632911,6.697557505226481,0.8402727481236617
ENSG00000145781,COMMD10,neutral,5.427171016877636,4.222229428571429,1.2853804154157236
ENSG00000145794,MEGF10,neutral,0.19695143037974683,0.3480586480836237,0.565857022844115
ENSG00000145824,CXCL14,neutral,0.06933308016877636,0.07715944250871079,0.8985689620677225
ENSG00000145826,LECT2,gene-driven,0.39547437552742615,2.8977531149825784,0.13647621444444683
ENSG00000145832,SLC25A48,regulation-driven,8.449007611814347,4.1773840418118455,2.0225594599987464
ENSG00000145839,IL9,neutral,0.08688467088607596,0.03177045993031359,2.7347627663134797
ENSG00000145850,TIMD4,neutral,27.629512438818566,13.232153069686415,2.0880587077030652
ENSG00000145860,RNF145,regulation-driven,0.79908994092827,1.1017852787456448,0.7252683043995778
ENSG00000145861,C1QTNF2,neutral,0.09021410548523207,6.7507256306620205,0.013363616064542247
ENSG00000145863,GABRA6,regulation-driven,4.411072151898734,22.030296916376304,0.2002275397668266
ENSG00000145868,FBXO38,neutral,0.006780805907172995,0.008772770034843206,0.7729378383613571
ENSG00000145879,SPINK7,gene-driven,2.6122015822784803,3.29253987456446,0.7933697637068176
ENSG00000145882,PCYOX1L,neutral,0.7475340337552742,3.005439707317073,0.24872701053869772
ENSG00000145888,GLRA1,neutral,8.218569139240506,6.978857979094077,1.1776381126912336
ENSG00000145901,TNIP1,neutral,7.473404729957807,3.906286069686411,1.9131739449276322
ENSG00000145908,ZNF300,gene-driven,2.722188101265823,2.8135000313588847,0.9675450758573622
ENSG00000145911,N4BP3,neutral,33.3672926835443,30.219632142857147,1.1041594591822703
ENSG00000145936,KCNMB1,neutral,11.997369506329115,11.816894090592335,1.0152726608492209
ENSG00000145949,MYLK4,neutral,0.11945784388185653,0.1818536655052265,0.6568899425259223
ENSG00000145990,GFOD1,neutral,7.290359299578059,2.034583613240418,3.5832193143278737
ENSG00000145996,CDKAL1,regulation-driven,1.9778047046413503,0.3889386550522648,5.085132781095201
ENSG00000146007,ZMAT2,gene-driven,0.20224627004219406,0.3172509825783972,0.6374961186833082
ENSG00000146013,GFRA3,neutral,0.9839691940928269,2.9483011916376305,0.33374106990279456
ENSG00000146039,SLC17A4,neutral,0.0023655021097046414,0.004552243902439025,0.519634307915101
ENSG00000146047,H2BC1,neutral,0.08916084810126583,0.11721775609756097,0.7606428502782188
ENSG00000146054,TRIM7,neutral,2.3878620886075947,4.967145947735192,0.4807312113903878
ENSG00000146066,HIGD2A,neutral,7.282539898734177,4.006407418118467,1.8177232464676003
ENSG00000146070,PLA2G7,neutral,17.960078067510555,20.132604825783975,0.8920891371447847
ENSG00000146072,TNFRSF21,neutral,11.82601081012658,9.60684093728223,1.2309989191381523
ENSG00000146085,MMUT,neutral,10.551420421940929,5.387402588850174,1.9585357225350601
ENSG00000146090,RASGEF1C,neutral,0.6850497721518988,0.6446809233449476,1.062618339313495
ENSG00000146094,DOK3,gene-driven,7.308601130801688,4.842748432055749,1.509184553635627
ENSG00000146109,ABT1,neutral,23.885377708860755,3.192876818815331,7.480832823899252
ENSG00000146112,PPP1R18,neutral,3.7564888945147676,32.060905529616726,0.11716727373918547
ENSG00000146122,DAAM2,regulation-driven,2.511238700421941,0.47633652961672474,5.271984289012145
ENSG00000146151,HMGCLL1,regulation-driven,0.015450928270042194,0.007780637630662021,1.9858177444420506
ENSG00000146192,FGD2,neutral,1.733670189873418,0.40739860627177704,4.255464214123699
ENSG00000146197,SCUBE3,regulation-driven,0.07083132067510547,0.16173169686411148,0.4379557133727387
ENSG00000146205,ANO7,regulation-driven,0.7614362194092827,0.8732098397212543,0.8719968382998846
ENSG00000146216,TTBK1,regulation-driven,14.957167827004222,20.737316951219515,0.721268226848634
ENSG00000146221,TCTE1,neutral,12.846094924050634,9.413587630662022,1.3646332756502122
ENSG00000146232,NFKBIE,neutral,0.5430592573839662,0.3735321602787456,1.4538487314685629
ENSG00000146233,CYP39A1,neutral,1.4420060379746837,2.3043664146341465,0.6257711572330932
ENSG00000146263,MMS22L,neutral,13.999094810126582,9.195280365853659,1.5224217482385545
ENSG00000146267,FAXC,neutral,0.01683328270042194,0.0600049337979094,0.2805316435664232
ENSG00000146282,,gene-driven,0.11964571729957807,0.052093853658536596,2.296733854320485
ENSG00000146352,CLVS2,neutral,0.9898369873417722,2.2547549163763065,0.438999813306793
ENSG00000146373,RNF217,gene-driven,10.60451046413502,1.965261794425087,5.3959785379317555
ENSG00000146374,RSPO3,neutral,1.4185284472573838,1.012406707317073,1.4011448531554607
ENSG00000146376,ARHGAP18,neutral,0.00048313080168776366,0.002924975609756098,0.16517430096726518
ENSG00000146386,ABRACL,neutral,0.0,0.004689595818815331,0.0
ENSG00000146411,SLC2A12,neutral,1.64346711814346,1.0166261254355402,1.6165894983658522
ENSG00000146433,TMEM181,neutral,0.0700446329113924,0.8933232508710802,0.07840905612060564
ENSG00000146453,PNLDC1,neutral,13.756246278481012,7.430038303135888,1.8514367917423944
ENSG00000146457,WTAP,neutral,18.503174122362868,8.108133104529617,2.282051106441019
ENSG00000146476,ARMT1,neutral,0.27405467510548526,0.5547124982578397,0.49404813478368753
ENSG00000146477,SLC22A3,neutral,0.3715858312236287,0.05254705574912892,7.071487182795937
ENSG00000146535,GNA12,neutral,10.171618683544306,14.20321694076655,0.7161489348479487
ENSG00000146574,CCZ1B,gene-driven,14.838885126582278,7.201685968641114,2.060473782277711
ENSG00000146587,RBAK,neutral,1.9457458691983123,1.5300848571428574,1.2716587972980942
ENSG00000146674,IGFBP3,gene-driven,5.0784166877637125,11.331302344947737,0.44817590539608315
ENSG00000146700,SSC4D,neutral,57.09197835443038,53.872134519163765,1.0597682617183328
ENSG00000146701,MDH2,neutral,4.1204721054852325,3.7190628013937284,1.1079329189980538
ENSG00000146731,CCT6A,neutral,4.441968485232066,4.570583069686411,0.971860355124632
ENSG00000146755,TRIM50,gene-driven,8.754363898734177,2.425505299651568,3.609294896198236
ENSG00000146828,SLC12A9,neutral,6.799890683544303,4.621517418118467,1.4713545505390966
ENSG00000146830,GIGYF1,gene-driven,3.2157129662447255,2.3770006097560974,1.3528448217666582
ENSG00000146834,MEPCE,neutral,0.0044957594936708865,0.002112031358885017,2.1286423966944725
ENSG00000146842,TMEM209,neutral,0.31453048945147677,0.34086338327526133,0.9227464869627264
ENSG00000146857,STRA8,dual-driven,2.5359744430379747,0.640987606271777,3.9563548783542757
ENSG00000146858,ZC3HAV1L,neutral,2.039603603375528,4.170265613240418,0.4890824212491099
ENSG00000146904,EPHA1,neutral,1.6878524936708859,1.5238102299651568,1.1076526856690547
ENSG00000146910,CNPY1,neutral,3.332536789029536,1.0795417735191637,3.0869919726829154
ENSG00000146926,ASB10,regulation-driven,6.722781675105485,7.087347923344948,0.9485609776488294
ENSG00000146955,RAB19,gene-driven,16.6555261814346,10.758798958188153,1.5480841538319339
ENSG00000146963,LUC7L2,gene-driven,8.635276746835444,8.275229167247387,1.043509076584017
ENSG00000147324,MFHAS1,neutral,6.0685746160337555,4.884315550522649,1.2424616209295454
ENSG00000147416,ATP6V1B2,gene-driven,5.015514316455696,11.224986595818814,0.4468169537346192
ENSG00000147419,CCDC25,neutral,2.1827188396624475,2.2507149651567944,0.9697890996652213
ENSG00000147434,CHRNA6,neutral,0.47029516033755275,0.44303929616724735,1.0615201956262055
ENSG00000147439,BIN3,neutral,0.0852150042194093,0.19690860975609756,0.4327642367947321
ENSG00000147443,DOK2,neutral,2.220673987341772,3.253569334494774,0.6825347054380836
ENSG00000147454,SLC25A37,neutral,15.178095670886075,8.25647957142857,1.8383253467264253
ENSG00000147475,ERLIN2,gene-driven,1.1295234683544304,2.0745584843205576,0.5444645098662344
ENSG00000147509,RGS20,neutral,2.4720831139240507,13.797543358885017,0.1791683526279435
ENSG00000147533,GOLGA7,gene-driven,8.273750084388185,2.3698147595818813,3.4913066732051097
ENSG00000147536,GINS4,gene-driven,11.409037164556961,4.647275055749129,2.4549950299246603
ENSG00000147571,CRH,neutral,0.016591919831223625,0.07041339721254355,0.2356358376111402
ENSG00000147573,TRIM55,regulation-driven,1.5321014767932488,5.63521512543554,0.2718798559930459
ENSG00000147576,ADHFE1,neutral,10.77866970464135,14.833376501742164,0.7266497754827033
ENSG00000147588,PMP2,neutral,0.7425671012658228,2.207083261324042,0.3364472533856075
ENSG00000147592,LACTB2,neutral,0.0032801645569620255,0.003693557491289199,0.8880772980244358
ENSG00000147613,PSKH2,neutral,0.00345884388185654,0.004093512195121951,0.8449575125190256
ENSG00000147647,DPYS,regulation-driven,13.893499843881857,10.940869512195123,1.2698716339131562
ENSG00000147655,RSPO2,neutral,19.76298730379747,29.875671149825788,0.6615077266276815
ENSG00000147676,MAL2,neutral,42.56911356962025,14.789979777003484,2.878240147144065
ENSG00000147684,NDUFB9,neutral,3.4589154641350213,5.245073794425087,0.6594598283462575
ENSG00000147689,FAM83A,gene-driven,0.019893278481012657,0.1809139094076655,0.10995991710170716
ENSG00000147789,ZNF7,gene-driven,6.666871869198312,4.569822250871081,1.4588908502792424
ENSG00000147799,ARHGAP39,regulation-driven,0.7368195907172995,0.814046494773519,0.9051320722439752
ENSG00000147853,AK3,neutral,4.326033573839663,1.9600814459930316,2.2070682739655108
ENSG00000147869,CER1,neutral,3.803796291139241,1.2998863902439026,2.9262528784731106
ENSG00000147894,C9orf72,regulation-driven,0.032095611814345996,0.0626921393728223,0.5119559188031121
ENSG00000147905,ZCCHC7,neutral,3.2531331434599156,4.686144944250871,0.694202416306174
ENSG00000147912,FBXO10,regulation-driven,0.00027913502109704644,2.8679442508710804e-05,9.732930513285423
ENSG00000147955,SIGMAR1,gene-driven,0.048733067510548525,0.0574333275261324,0.8485154806392643
ENSG00000148019,,neutral,11.990589481012655,35.749220236933795,0.3354084201429588
ENSG00000148082,SHC3,neutral,2.522857662447257,6.627205839721254,0.3806819530677759
ENSG00000148090,AUH,neutral,7.478231308016877,9.881444083623693,0.7567953878735589
ENSG00000148110,MFSD14B,neutral,0.36654767932489457,1.9080553797909408,0.19210536717495902
ENSG00000148123,PLPPR1,neutral,0.0007817130801687763,0.004233303135888502,0.18465795032292376
ENSG00000148153,INIP,gene-driven,9.123713742616035,7.339075250871081,1.2431693954266423
ENSG00000148154,UGCG,neutral,0.003142818565400844,0.0062938432055749125,0.4993480871301373
ENSG00000148175,STOM,neutral,3.641721691983122,13.912632195121953,0.26175648438833754
ENSG00000148187,MRRF,gene-driven,0.37217626160337547,0.4119157456445993,0.9035252124702438
ENSG00000148204,CRB2,regulation-driven,0.017374582278481012,0.019665818815331013,0.8834914244677264
ENSG00000148218,ALAD,gene-driven,10.053086911392406,7.571812630662022,1.3276988485798598
ENSG00000148225,,neutral,23.089862527426163,15.952520895470386,1.4474115206445133
ENSG00000148229,POLE3,neutral,27.898377409282702,24.26635949477352,1.1496729624932591
ENSG00000148248,SURF4,neutral,0.4889774978902953,0.6901325958188154,0.7085268843303114
ENSG00000148290,SURF1,gene-driven,17.139920843881853,17.629354801393728,0.9722375570163702
ENSG00000148291,SURF2,neutral,11.724706518987341,9.564193351916376,1.225896015228306
ENSG00000148296,SURF6,neutral,5.156402236286919,3.091792905923345,1.6677708996641192
ENSG00000148308,GTF3C5,neutral,9.749461088607596,10.084432470383277,0.96678331847038
ENSG00000148331,ASB6,neutral,9.730714455696202,21.877268519163763,0.4447865348076894
ENSG00000148341,SH3GLB2,neutral,2.1280694219409284,4.5579964216027875,0.46688703217380056
ENSG00000148344,PTGES,neutral,0.12933590295358652,0.1256211533101045,1.0295710518937196
ENSG00000148346,LCN2,gene-driven,6.970422713080169,6.0564887665505225,1.1509016167217592
ENSG00000148384,INPP5E,neutral,0.0017373924050632912,0.0106124181184669,0.1637131505438913
ENSG00000148411,NACC2,neutral,0.8266815358649788,0.3829177595818815,2.1589010046639134
ENSG00000148426,PROSER2,neutral,10.000845928270042,2.435792902439024,4.105786628352488
ENSG00000148429,USP6NL,regulation-driven,16.04335488185654,9.145792609756096,1.7541787318403224
ENSG00000148482,SLC39A12,neutral,0.0010149915611814347,0.0014981533101045294,0.6774951230529381
ENSG00000148484,RSU1,neutral,0.5435024641350211,0.7819759721254356,0.6950372946342125
ENSG00000148541,FAM13C,gene-driven,5.3657197679324895,6.665844094076655,0.8049572855597582
ENSG00000148584,A1CF,regulation-driven,2.1302494092827002,4.250707428571428,0.5011517365236853
ENSG00000148602,LRIT1,neutral,0.3141972869198312,2.746695038327526,0.1143910345107505
ENSG00000148655,LRMDA,regulation-driven,13.746983991561182,31.09795403135889,0.442054290057116
ENSG00000148677,ANKRD1,neutral,1.3677024008438818,1.2538005540069688,1.090845267592919
ENSG00000148680,HTR7,neutral,3.916216189873418,2.664682090592334,1.4696748267643738
ENSG00000148690,FRA10AC1,gene-driven,8.990368025316455,26.22442992682927,0.342824154820568
ENSG00000148700,ADD3,regulation-driven,0.036306455696202534,0.16526926132404182,0.21968063150604167
ENSG00000148702,HABP2,regulation-driven,0.2673189240506329,0.14642259581881534,1.8256671557811732
ENSG00000148704,VAX1,neutral,4.662993443037975,5.966870247386759,0.7814806170923815
ENSG00000148730,EIF4EBP2,neutral,0.10391542194092827,0.17238652264808363,0.6028047920722036
ENSG00000148734,NPFFR1,neutral,0.0014056202531645568,0.006834327526132404,0.20567060150247254
ENSG00000148795,CYP17A1,regulation-driven,191.93140813502112,79.25179608362369,2.421792534928822
ENSG00000148798,INA,neutral,1.6437659535864977,1.3728108710801392,1.197372477312311
ENSG00000148803,FUOM,neutral,2.5803147383966247,1.389860118466899,1.8565283686554515
ENSG00000148832,PAOX,neutral,9.905418219409283,36.0584672020906,0.2747043617770582
ENSG00000148835,TAF5,regulation-driven,5.328836426160337,2.9729828571428567,1.7924208386729616
ENSG00000148842,CNNM2,regulation-driven,7.9390826497890306,3.1974747491289195,2.482922703909345
ENSG00000148848,ADAM12,regulation-driven,2.398781481012658,3.9781448397212547,0.6029899809230522
ENSG00000148908,RGS10,neutral,19.036733628691984,20.111073128919863,0.9465797029655781
ENSG00000148926,ADM,neutral,0.6064264767932489,0.4995543902439024,1.2139348359988735
ENSG00000148943,LIN7C,neutral,4.661452949367089,7.4055001010452965,0.6294582250710007
ENSG00000148965,SAA4,neutral,2.220546552742616,1.8913016271777006,1.1740837742820704
ENSG00000148985,PGAP2,neutral,4.182532080168777,2.8473530209059232,1.4689193961759082
ENSG00000149021,SCGB1A1,gene-driven,0.0014611012658227848,0.0030391114982578397,0.4807659299964335
ENSG00000149050,ZNF214,neutral,0.8154008860759494,0.3688735714285714,2.2105158765320856
ENSG00000149089,APIP,neutral,1.214067451476793,7.766457452961673,0.15632190851876987
ENSG00000149091,,gene-driven,17.713695810126584,9.785774466898955,1.810147563695072
ENSG00000149136,SSRP1,gene-driven,0.3569967257383966,0.5602607247386759,0.6371974867681678
ENSG00000149196,HIKESHI,neutral,0.2513726582278481,0.11376463414634148,2.2095852556823075
ENSG00000149218,ENDOD1,neutral,5.7665741054852315,3.4705755644599305,1.6615613169576933
ENSG00000149243,KLHL35,neutral,7.93580606329114,2.6737039756097563,2.96809449949721
ENSG00000149260,CAPN5,neutral,3.8854976962025316,1.645234926829268,2.3616674025336586
ENSG00000149289,ZC3H12C,regulation-driven,0.41770070464135023,0.8310584459930314,0.5026129108672253
ENSG00000149300,C11orf52,neutral,0.033517907172995784,1.213252794425087,0.027626482565720038
ENSG00000149313,AASDHPPT,neutral,2.950660548523207,1.0135402195121952,2.9112416968942036
ENSG00000149380,P4HA3,neutral,1.396943434599156,2.884922745644599,0.484222129243543
ENSG00000149403,GRIK4,regulation-driven,0.13171428691983122,0.32761323344947735,0.40204202233528963
ENSG00000149418,ST14,neutral,11.310372383966246,19.60091294773519,0.5770329379108393
ENSG00000149452,SLC22A8,neutral,11.123160253164556,9.964223212543555,1.1163098232446322
ENSG00000149476,TKFC,gene-driven,28.72546430379747,8.891599442508712,3.2306295947686947
ENSG00000149483,TMEM138,neutral,16.31409333755274,10.002368665505227,1.6310229989636864
ENSG00000149485,FADS1,neutral,0.8476944135021096,0.25726380139372823,3.2950396010232295
ENSG00000149503,INCENP,neutral,0.05391805485232068,0.08850162020905923,0.609232404163393
ENSG00000149516,MS4A3,neutral,1.611273776371308,4.7531869128919855,0.33898809491397836
ENSG00000149548,CCDC15,neutral,2.37559182278481,0.3660530836236934,6.489746785542571
ENSG00000149571,KIRREL3,gene-driven,0.17742192405063292,0.19531004529616725,0.9084116681330504
ENSG00000149573,MPZL2,gene-driven,2.0272549156118145,27.703995216027874,0.07317554380889317
ENSG00000149575,SCN2B,gene-driven,3.4006006835443037,5.751240770034843,0.5912812242641863
ENSG00000149735,GPHA2,neutral,0.013590767932489452,0.3701208606271777,0.03671981068416302
ENSG00000149761,NUDT22,neutral,0.5338562109704641,0.6361696620209059,0.8391726969100901
ENSG00000150045,KLRF1,regulation-driven,0.36020039662447256,0.5548550174216028,0.6491793086747502
ENSG00000150201,FXYD4,neutral,0.0005169831223628691,0.0008163484320557491,0.6332873342587175
ENSG00000150316,CWC15,neutral,0.26929829957805906,0.2114015191637631,1.2738711653696584
ENSG00000150347,,regulation-driven,20.95448795780591,1.5248594041811847,13.741914762992854
ENSG00000150361,KLHL1,regulation-driven,5.368287181434599,8.961088031358885,0.5990664484768528
ENSG00000150455,TIRAP,neutral,5.784642620253165,13.715984052264808,0.421744630076177
ENSG00000150456,EEF1AKMT1,neutral,1.32082111814346,0.9284005505226481,1.422684548603398
ENSG00000150510,FAM124A,neutral,0.0015767004219409283,0.004228801393728223,0.37284806618711114
ENSG00000150540,HNMT,neutral,25.4198742278481,22.574372846689894,1.126050074590464
ENSG00000150551,LYPD1,neutral,0.9862988776371309,1.020479526132404,0.9665053069464146
ENSG00000150556,LYPD6B,gene-driven,12.39796405485232,9.54595306620209,1.298766500198698
ENSG00000150593,PDCD4,regulation-driven,32.05975157383966,4.115540226480837,7.789925455607484
ENSG00000150625,GPM6A,neutral,2.9004728607594936,3.7560755993031356,0.7722083286336457
ENSG00000150628,SPATA4,neutral,1.0235292827004219,1.0066800243902438,1.0167374517244283
ENSG00000150630,VEGFC,neutral,0.5443830421940928,0.6797102752613241,0.8009045353695693
ENSG00000150681,RGS18,neutral,2.336959405063291,1.1758699303135889,1.987430195140763
ENSG00000150722,PPP1R1C,neutral,0.008206046413502109,0.0011538710801393727,7.111753258007753
ENSG00000150750,POU2AF2,neutral,26.831451514767934,15.333014543554006,1.749913654523198
ENSG00000150756,ATPSCKMT,gene-driven,4.26873011814346,7.798174972125435,0.54740117186419
ENSG00000150760,,neutral,9.394044109704641,8.236731540069687,1.140506287476399
ENSG00000150764,DIXDC1,neutral,7.358829675105485,9.549470101045296,0.7706008393387167
ENSG00000150768,DLAT,neutral,0.7174951561181435,1.1974673066202093,0.599177240289956
ENSG00000150773,PIH1D2,neutral,13.78917500843882,6.285354526132404,2.1938579520229187
ENSG00000150779,TIMM8B,gene-driven (relaxed),0.08572108438818565,0.39836454355400697,0.2151825150487177
ENSG00000150782,IL18,neutral,0.04793783122362869,0.06664527177700348,0.7192983079734405
ENSG00000150787,PTS,neutral,9.025621518987341,34.60228165853658,0.26083891253340713
ENSG00000150873,C2orf50,gene-driven,0.4486986624472574,0.2893188257839721,1.5508795918530744
ENSG00000150938,CRIM1,gene-driven,2.1907424599156125,1.2428479163763066,1.762679432494864
ENSG00000151012,SLC7A11,neutral,3.776398227848101,3.8041715087108017,0.992699256382341
ENSG00000151014,NOCT,neutral,1.6025318902953583,2.5251016411149827,0.6346405484049129
ENSG00000151033,LYZL2,gene-driven,0.03128797468354431,0.0745010174216028,0.4199670791941674
ENSG00000151062,CACNA2D4,gene-driven,3.174394303797468,1.7229408885017423,1.8424278656233528
ENSG00000151065,DCP1B,neutral,1.8762564810126583,2.4214664216027875,0.7748430720632291
ENSG00000151079,KCNA6,neutral,2.8552528354430375,9.549311972125437,0.29900089595748436
ENSG00000151090,THRB,neutral,2.4375539789029537,2.072391679442509,1.1762033225102875
ENSG00000151116,UEVLD,gene-driven,1.2839476497890299,1.4598971811846693,0.8794781347184595
ENSG00000151117,TMEM86A,neutral,5.040217734177215,3.443343432055749,1.463756907677402
ENSG00000151135,TMEM263,neutral,0.751291970464135,2.783124965156795,0.2699454677277881
ENSG00000151151,IPMK,neutral,0.16453442194092827,0.1755884843205575,0.9370456301710042
ENSG00000151164,RAD9B,neutral,7.0151961983122355,14.671205919860625,0.4781608435347269
ENSG00000151176,PLBD2,neutral,20.632185860759492,4.859878491289198,4.245411875572699
ENSG00000151224,MAT1A,dual-driven,2.2638706624472578,10.533887526132403,0.21491312270337626
ENSG00000151229,SLC2A13,neutral,2.6465879156118146,1.4125157944250872,1.8736696085504738
ENSG00000151233,GXYLT1,neutral,7.511912873417722,4.691614717770035,1.6011359255408337
ENSG00000151239,TWF1,gene-driven,11.605118337552742,5.98796175609756,1.9380748926352467
ENSG00000151287,TEX30,neutral,9.956272223628691,5.638534425087108,1.7657553316214576
ENSG00000151304,SRFBP1,neutral,11.064835489451477,15.015462675958188,0.7368960736166854
ENSG00000151353,TMEM18,neutral,0.07612524050632911,0.04973677700348432,1.5305623945233955
ENSG00000151364,KCTD14,gene-driven,0.08219349789029534,0.22193285017421602,0.3703530046397995
ENSG00000151365,THRSP,neutral,34.25602306751054,39.30813257491289,0.8714741918158002
ENSG00000151366,NDUFC2,gene-driven (relaxed),7.964605518987341,8.461220149825785,0.9413069720389359
ENSG00000151376,ME3,neutral,0.010576185654008438,0.017279240418118468,0.612074686044566
ENSG00000151379,MSGN1,neutral,0.31368431223628696,0.1065508850174216,2.9439859855222976
ENSG00000151413,NUBPL,gene-driven,2.1657848734177216,8.346496080139373,0.259484321639022
ENSG00000151422,FER,regulation-driven,11.2081557721519,5.359744487804878,2.0911735247182053
ENSG00000151458,ANKRD50,gene-driven,6.723413831223629,5.847598055749129,1.1497735937259628
ENSG00000151461,,gene-driven (relaxed),22.476202126582283,16.60422724041812,1.3536433705189583
ENSG00000151468,CCDC3,neutral,1.4782501392405063,2.362398156794425,0.6257413192560084
ENSG00000151498,ACAD8,neutral,15.03294635021097,17.535966536585363,0.8572636312260102
ENSG00000151500,THYN1,gene-driven,27.83249842616034,20.12273388501742,1.3831370322341388
ENSG00000151532,VTI1A,neutral,21.690828675105486,84.38495671080138,0.25704615515112345
ENSG00000151572,ANO4,gene-driven,0.4646269746835443,0.20759708013937284,2.2381190254295067
ENSG00000151575,TEX9,neutral,1.1385731645569623,0.6742558885017421,1.6886365903113956
ENSG00000151576,QTRT2,neutral,0.2968723333333334,0.14202509756097564,2.0902807914346067
ENSG00000151577,DRD3,regulation-driven,2.7002566919831223,1.1382541881533101,2.372279162323124
ENSG00000151611,MMAA,neutral,5.444860485232068,3.338558101045296,1.6309018206174974
ENSG00000151615,POU4F2,neutral,2.529357611814346,1.7310820174216028,1.4611425607561632
ENSG00000151617,EDNRA,regulation-driven,1.1174028860759493,3.9376993832752607,0.28377049066313614
ENSG00000151640,DPYSL4,regulation-driven,0.01968638818565401,0.06930873170731706,0.28403907705002307
ENSG00000151657,KIN,neutral,2.1547482616033755,2.993017181184669,0.7199251227654171
ENSG00000151665,PIGF,gene-driven,0.40098302953586495,0.2835541463414634,1.4141321321148679
ENSG00000151687,ANKAR,regulation-driven,4.344549556962026,8.581425341463413,0.5062736531622773
ENSG00000151689,INPP1,neutral,6.79863747257384,18.167382006968644,0.3742221895243915
ENSG00000151694,ADAM17,neutral,0.9267883966244728,1.187446763066202,0.7804883767852782
ENSG00000151702,FLI1,regulation-driven,0.00830201687763713,0.06651765853658535,0.12480921698515501
ENSG00000151704,KCNJ1,neutral,0.38796179324894514,0.5805037386759583,0.6683191983118448
ENSG00000151715,TMEM45B,neutral,1.4377718270042195,1.588416149825784,0.9051606703708678
ENSG00000151718,WWC2,regulation-driven,4.564325350210971,0.6336770592334495,7.20292029465667
ENSG00000151725,CENPU,gene-driven,7.083192902953587,6.980731289198606,1.0146777765122577
ENSG00000151726,,regulation-driven,49.086347126582275,94.20542983623695,0.521056453029428
ENSG00000151729,SLC25A4,regulation-driven,10.694560497890295,14.547658498257842,0.7351396445806743
ENSG00000151746,BICD1,gene-driven,7.055356088607595,10.292416017421603,0.6854907610288242
ENSG00000151773,CCDC122,gene-driven,19.25216853164557,26.583437149825784,0.724216677592865
ENSG00000151778,SERP2,gene-driven,10.608532776371307,5.917192867595819,1.792832008986315
ENSG00000151806,GUF1,neutral,0.33793916877637126,0.5883307735191637,0.5744033526496528
ENSG00000151834,GABRA2,dual-driven,7.2534536793248945,5.420741156794425,1.3380926093903829
ENSG00000151838,CCDC175,neutral,57.72352173839663,11.468070707317073,5.033411740439199
ENSG00000151876,FBXO4,gene-driven,1.15443305907173,1.6304419477351915,0.7080491646300721
ENSG00000151881,TMEM267,gene-driven,0.09525918987341772,0.3135199442508711,0.3038377354302973
ENSG00000151882,CCL28,gene-driven,2.150262299578059,2.1240920522648086,1.0123206747491693
ENSG00000151893,CACUL1,neutral,4.5057153586497884,8.475153522648084,0.5316381994272082
ENSG00000151917,BEND6,neutral,12.533522447257385,7.900456017421602,1.5864302541042223
ENSG00000151948,GLT1D1,regulation-driven,1.6116048649789028,5.862085557491289,0.2749200517756683
ENSG00000151962,RBM46,neutral,0.038686358649789025,0.0769727944250871,0.5025978196418487
