gene_id,gene_symbol,classification_v7,stability
ENSG00000163879,,gene-driven,0.646
ENSG00000163884,,neutral,1.0
ENSG00000163885,,neutral,1.0
ENSG00000163898,,gene-driven,0.993
ENSG00000163902,,neutral,1.0
ENSG00000163909,,neutral,1.0
ENSG00000163914,,neutral,1.0
ENSG00000163931,,regulation-driven,0.658
ENSG00000163935,,neutral,0.879
ENSG00000163938,,gene-driven,1.0
ENSG00000163946,,neutral,1.0
ENSG00000163947,,gene-driven,1.0
ENSG00000163956,,neutral,0.514
ENSG00000163958,,neutral,1.0
ENSG00000163961,,neutral,1.0
ENSG00000163964,,neutral,1.0
ENSG00000163982,,neutral,1.0
ENSG00000163993,,neutral,1.0
ENSG00000164007,,neutral,0.999
ENSG00000164008,,neutral,1.0
ENSG00000164010,,gene-driven,1.0
ENSG00000164022,,neutral,1.0
ENSG00000164032,,gene-driven,1.0
ENSG00000164035,,gene-driven,0.86
ENSG00000164038,,gene-driven,0.698
ENSG00000164039,,neutral,1.0
ENSG00000164040,,neutral,1.0
ENSG00000164047,,gene-driven,1.0
ENSG00000164049,,neutral,1.0
ENSG00000164050,,gene-driven,1.0
ENSG00000164053,,neutral,0.677
ENSG00000164061,,regulation-driven,0.702
ENSG00000164070,,gene-driven,1.0
ENSG00000164076,,neutral,1.0
ENSG00000164077,,gene-driven,1.0
ENSG00000164082,,regulation-driven,0.716
ENSG00000164086,,neutral,1.0
ENSG00000164087,,neutral,0.987
ENSG00000164088,,neutral,1.0
ENSG00000164099,,neutral,0.999
ENSG00000164100,,regulation-driven,0.77
ENSG00000164105,,neutral,1.0
ENSG00000164106,,neutral,1.0
ENSG00000164109,,neutral,1.0
ENSG00000164116,,neutral,0.94
ENSG00000164117,,gene-driven,1.0
ENSG00000164123,,neutral,1.0
ENSG00000164125,,neutral,0.949
ENSG00000164136,,gene-driven,1.0
ENSG00000164144,,neutral,0.999
ENSG00000164161,,gene-driven,1.0
ENSG00000164163,,neutral,0.985
ENSG00000164167,,neutral,1.0
ENSG00000164168,,neutral,1.0
ENSG00000164169,,neutral,0.998
ENSG00000164172,,gene-driven,1.0
ENSG00000164175,,neutral,0.987
ENSG00000164176,,regulation-driven,0.766
ENSG00000164187,,gene-driven,1.0
ENSG00000164197,,gene-driven,1.0
ENSG00000164209,,neutral,1.0
ENSG00000164211,,neutral,1.0
ENSG00000164219,,neutral,1.0
ENSG00000164220,,gene-driven,1.0
ENSG00000164221,,neutral,1.0
ENSG00000164236,,neutral,1.0
ENSG00000164237,,neutral,1.0
ENSG00000164241,,neutral,0.954
ENSG00000164244,,neutral,1.0
ENSG00000164258,,gene-driven,1.0
ENSG00000164265,,gene-driven,0.999
ENSG00000164270,,regulation-driven,0.915
ENSG00000164291,,gene-driven,1.0
ENSG00000164294,,gene-driven,1.0
ENSG00000164304,,neutral,0.649
ENSG00000164325,,neutral,1.0
ENSG00000164326,,neutral,1.0
ENSG00000164330,,neutral,0.523
ENSG00000164332,,neutral,1.0
ENSG00000164344,,neutral,1.0
ENSG00000164363,,neutral,0.977
ENSG00000164399,,neutral,1.0
ENSG00000164400,,neutral,1.0
ENSG00000164402,,gene-driven,1.0
ENSG00000164404,,neutral,0.978
ENSG00000164405,,neutral,1.0
ENSG00000164406,,neutral,1.0
ENSG00000164430,,gene-driven,1.0
ENSG00000164434,,neutral,1.0
ENSG00000164438,,neutral,1.0
ENSG00000164442,,neutral,1.0
ENSG00000164458,,neutral,0.92
ENSG00000164463,,neutral,0.996
ENSG00000164466,,gene-driven,0.897
ENSG00000164483,,neutral,0.999
ENSG00000164484,,neutral,1.0
ENSG00000164485,,neutral,1.0
ENSG00000164488,,neutral,1.0
ENSG00000164500,,neutral,1.0
ENSG00000164509,,gene-driven,1.0
ENSG00000164512,,gene-driven,1.0
ENSG00000164530,,neutral,1.0
ENSG00000164532,,neutral,0.994
ENSG00000164543,,neutral,1.0
ENSG00000164548,,neutral,0.607
ENSG00000164576,,neutral,1.0
ENSG00000164587,,gene-driven,0.663
ENSG00000164588,,regulation-driven,0.965
ENSG00000164591,,gene-driven,1.0
ENSG00000164603,,gene-driven,1.0
ENSG00000164615,,gene-driven,0.997
ENSG00000164620,,neutral,1.0
ENSG00000164626,,gene-driven,1.0
ENSG00000164674,,neutral,1.0
ENSG00000164675,,neutral,1.0
ENSG00000164683,,gene-driven,1.0
ENSG00000164684,,neutral,1.0
ENSG00000164690,,gene-driven,1.0
ENSG00000164691,,neutral,1.0
ENSG00000164692,,neutral,0.566
ENSG00000164695,,neutral,0.965
ENSG00000164708,,neutral,1.0
ENSG00000164715,,neutral,1.0
ENSG00000164742,,regulation-driven,0.889
ENSG00000164746,,gene-driven,1.0
ENSG00000164749,,neutral,0.532
ENSG00000164754,,gene-driven,0.797
ENSG00000164756,,neutral,0.999
ENSG00000164758,,neutral,1.0
ENSG00000164764,,neutral,0.999
ENSG00000164776,,neutral,0.86
ENSG00000164794,,neutral,1.0
ENSG00000164808,,gene-driven,0.827
ENSG00000164815,,neutral,1.0
ENSG00000164816,,neutral,1.0
ENSG00000164823,,neutral,0.976
ENSG00000164825,,neutral,1.0
ENSG00000164889,,neutral,0.998
ENSG00000164896,,gene-driven,1.0
ENSG00000164900,,neutral,1.0
ENSG00000164902,,neutral,1.0
ENSG00000164919,,neutral,1.0
ENSG00000164924,,gene-driven,1.0
ENSG00000164930,,neutral,1.0
ENSG00000164932,,gene-driven,0.991
ENSG00000164933,,neutral,1.0
ENSG00000164935,,neutral,1.0
ENSG00000164938,,neutral,1.0
ENSG00000164946,,regulation-driven,1.0
ENSG00000164967,,neutral,1.0
ENSG00000164972,,neutral,1.0
ENSG00000164975,,neutral,0.642
ENSG00000164976,,neutral,1.0
ENSG00000164978,,neutral,1.0
ENSG00000164985,,neutral,1.0
ENSG00000165006,,neutral,0.847
ENSG00000165025,,regulation-driven,0.766
ENSG00000165030,,neutral,1.0
ENSG00000165046,,gene-driven,0.812
ENSG00000165066,,neutral,1.0
ENSG00000165071,,dual-driven,0.556
ENSG00000165072,,neutral,1.0
ENSG00000165076,,neutral,1.0
ENSG00000165078,,neutral,0.999
ENSG00000165084,,neutral,0.843
ENSG00000165097,,neutral,0.976
ENSG00000165105,,neutral,1.0
ENSG00000165115,,neutral,0.991
ENSG00000165118,,neutral,1.0
ENSG00000165120,,gene-driven,1.0
ENSG00000165152,,neutral,1.0
ENSG00000165185,,neutral,0.851
ENSG00000165233,,gene-driven,1.0
ENSG00000165244,,neutral,1.0
ENSG00000165272,,neutral,1.0
ENSG00000165275,,neutral,1.0
ENSG00000165283,,gene-driven,1.0
ENSG00000165325,,neutral,0.998
ENSG00000165379,,regulation-driven,0.912
ENSG00000165383,,neutral,1.0
ENSG00000165392,,neutral,0.999
ENSG00000165410,,gene-driven,1.0
ENSG00000165416,,neutral,1.0
ENSG00000165417,,neutral,1.0
ENSG00000165434,,neutral,0.993
ENSG00000165443,,neutral,0.693
ENSG00000165449,,neutral,0.827
ENSG00000165457,,neutral,1.0
ENSG00000165458,,gene-driven,1.0
ENSG00000165471,,gene-driven,1.0
ENSG00000165474,,neutral,1.0
ENSG00000165476,,gene-driven,0.999
ENSG00000165478,,neutral,0.918
ENSG00000165480,,neutral,1.0
ENSG00000165494,,neutral,0.738
ENSG00000165495,,neutral,0.884
ENSG00000165501,,gene-driven,1.0
ENSG00000165512,,neutral,1.0
ENSG00000165516,,neutral,1.0
ENSG00000165525,,gene-driven,0.913
ENSG00000165526,,gene-driven,0.973
ENSG00000165527,,gene-driven,1.0
ENSG00000165556,,neutral,0.94
ENSG00000165566,,neutral,1.0
ENSG00000165588,,regulation-driven,0.875
ENSG00000165606,,neutral,1.0
ENSG00000165609,,neutral,1.0
ENSG00000165623,,neutral,1.0
ENSG00000165629,,neutral,1.0
ENSG00000165630,,gene-driven,1.0
ENSG00000165632,,gene-driven,1.0
ENSG00000165633,,neutral,1.0
ENSG00000165637,,neutral,0.965
ENSG00000165646,,neutral,1.0
ENSG00000165650,,neutral,0.745
ENSG00000165660,,neutral,1.0
ENSG00000165669,,gene-driven,1.0
ENSG00000165672,,neutral,1.0
ENSG00000165678,,neutral,0.999
ENSG00000165682,,neutral,1.0
ENSG00000165685,,neutral,1.0
ENSG00000165688,,neutral,0.926
ENSG00000165695,,neutral,1.0
ENSG00000165698,,gene-driven,1.0
ENSG00000165702,,neutral,0.981
ENSG00000165714,,gene-driven (relaxed),0.506
ENSG00000165716,,neutral,1.0
ENSG00000165730,,neutral,1.0
ENSG00000165757,,neutral,1.0
ENSG00000165782,,gene-driven,1.0
ENSG00000165792,,neutral,1.0
ENSG00000165794,,neutral,1.0
ENSG00000165816,,neutral,0.999
ENSG00000165828,,neutral,1.0
ENSG00000165832,,neutral,0.661
ENSG00000165861,,neutral,0.903
ENSG00000165886,,neutral,1.0
ENSG00000165887,,neutral,1.0
ENSG00000165891,,neutral,0.857
ENSG00000165929,,neutral,0.757
ENSG00000165953,,neutral,0.998
ENSG00000165966,,regulation-driven,0.757
ENSG00000165970,,neutral,0.952
ENSG00000165973,,regulation-driven,0.949
ENSG00000165983,,neutral,0.556
ENSG00000165997,,neutral,1.0
ENSG00000166002,,neutral,1.0
ENSG00000166006,,regulation-driven,0.987
ENSG00000166012,,neutral,1.0
ENSG00000166016,,neutral,0.979
ENSG00000166024,,neutral,1.0
ENSG00000166033,,gene-driven,1.0
ENSG00000166035,,gene-driven,0.52
ENSG00000166069,,neutral,1.0
ENSG00000166073,,neutral,0.719
ENSG00000166086,,gene-driven,1.0
ENSG00000166090,,neutral,1.0
ENSG00000166091,,gene-driven,1.0
ENSG00000166106,,neutral,1.0
ENSG00000166118,,neutral,1.0
ENSG00000166130,,neutral,1.0
ENSG00000166133,,neutral,1.0
ENSG00000166135,,neutral,1.0
ENSG00000166136,,gene-driven,1.0
ENSG00000166148,,neutral,1.0
ENSG00000166170,,gene-driven,1.0
ENSG00000166171,,neutral,1.0
ENSG00000166199,,neutral,1.0
ENSG00000166224,,neutral,1.0
ENSG00000166226,,regulation-driven,0.563
ENSG00000166228,,neutral,1.0
ENSG00000166272,,gene-driven,1.0
ENSG00000166275,,neutral,1.0
ENSG00000166295,,neutral,1.0
ENSG00000166313,,gene-driven,0.712
ENSG00000166317,,neutral,1.0
ENSG00000166321,,neutral,1.0
ENSG00000166326,,neutral,1.0
ENSG00000166333,,gene-driven,1.0
ENSG00000166343,,gene-driven (relaxed),0.961
ENSG00000166349,,neutral,0.865
ENSG00000166391,,neutral,1.0
ENSG00000166394,,neutral,1.0
ENSG00000166402,,regulation-driven,0.635
ENSG00000166407,,neutral,1.0
ENSG00000166415,,gene-driven,1.0
ENSG00000166435,,neutral,0.938
ENSG00000166471,,neutral,1.0
ENSG00000166477,,neutral,0.975
ENSG00000166482,,neutral,1.0
ENSG00000166483,,neutral,1.0
ENSG00000166484,,gene-driven (relaxed),1.0
ENSG00000166507,,gene-driven,1.0
ENSG00000166508,,neutral,1.0
ENSG00000166527,,neutral,1.0
ENSG00000166578,,neutral,0.999
ENSG00000166689,,neutral,0.693
ENSG00000166710,,gene-driven,1.0
ENSG00000166734,,neutral,1.0
ENSG00000166736,,neutral,0.679
ENSG00000166741,,gene-driven,1.0
ENSG00000166750,,neutral,1.0
ENSG00000166793,,neutral,1.0
ENSG00000166794,,gene-driven,1.0
ENSG00000166796,,neutral,0.727
ENSG00000166797,,neutral,1.0
ENSG00000166800,,neutral,1.0
ENSG00000166819,,neutral,1.0
ENSG00000166821,,neutral,1.0
ENSG00000166825,,neutral,1.0
ENSG00000166831,,neutral,1.0
ENSG00000166839,,neutral,0.998
ENSG00000166860,,neutral,1.0
ENSG00000166866,,gene-driven,1.0
ENSG00000166881,,gene-driven,1.0
ENSG00000166886,,gene-driven,1.0
ENSG00000166887,,neutral,0.923
ENSG00000166900,,neutral,0.988
ENSG00000166920,,neutral,1.0
ENSG00000166924,,neutral,1.0
ENSG00000166946,,neutral,1.0
ENSG00000166961,,gene-driven,0.71
ENSG00000166963,,neutral,0.884
ENSG00000167034,,neutral,1.0
ENSG00000167094,,neutral,1.0
ENSG00000167103,,neutral,1.0
ENSG00000167106,,neutral,1.0
ENSG00000167112,,neutral,1.0
ENSG00000167113,,neutral,1.0
ENSG00000167114,,neutral,1.0
ENSG00000167139,,neutral,1.0
ENSG00000167157,,neutral,1.0
ENSG00000167244,,neutral,1.0
ENSG00000167272,,neutral,1.0
ENSG00000167286,,neutral,1.0
ENSG00000167525,,neutral,1.0
ENSG00000167531,,gene-driven,1.0
ENSG00000167580,,gene-driven,1.0
ENSG00000167588,,gene-driven,1.0
ENSG00000167612,,gene-driven,1.0
ENSG00000167632,,gene-driven,1.0
ENSG00000167653,,gene-driven,1.0
ENSG00000167656,,neutral,1.0
ENSG00000167702,,neutral,1.0
ENSG00000167767,,gene-driven,1.0
ENSG00000167768,,gene-driven,0.932
ENSG00000167771,,neutral,1.0
ENSG00000167779,,gene-driven,1.0
ENSG00000167780,,gene-driven,1.0
ENSG00000167791,,neutral,1.0
ENSG00000167797,,neutral,1.0
ENSG00000167800,,neutral,1.0
ENSG00000167910,,neutral,1.0
ENSG00000167962,,gene-driven,1.0
ENSG00000167965,,gene-driven,1.0
ENSG00000167967,,gene-driven,1.0
ENSG00000167968,,gene-driven,1.0
ENSG00000167972,,regulation-driven,0.87
ENSG00000167977,,neutral,1.0
ENSG00000167981,,neutral,1.0
ENSG00000167985,,neutral,1.0
ENSG00000167987,,neutral,1.0
ENSG00000167992,,neutral,0.999
ENSG00000167994,,neutral,0.993
ENSG00000167995,,neutral,0.905
ENSG00000168056,,neutral,1.0
ENSG00000168062,,neutral,1.0
ENSG00000168071,,neutral,0.986
ENSG00000168077,,neutral,1.0
ENSG00000168079,,neutral,0.637
ENSG00000168092,,gene-driven,1.0
ENSG00000168118,,gene-driven,0.841
ENSG00000168143,,neutral,0.535
ENSG00000168152,,neutral,1.0
ENSG00000168172,,regulation-driven,0.772
ENSG00000168175,,neutral,1.0
ENSG00000168209,,neutral,1.0
ENSG00000168237,,neutral,0.997
ENSG00000168243,,neutral,1.0
ENSG00000168246,,neutral,1.0
ENSG00000168263,,neutral,1.0
ENSG00000168268,,gene-driven,1.0
ENSG00000168269,,gene-driven,1.0
ENSG00000168273,,neutral,1.0
ENSG00000168275,,neutral,1.0
ENSG00000168288,,neutral,1.0
ENSG00000168291,,gene-driven,0.985
ENSG00000168298,,neutral,1.0
ENSG00000168301,,neutral,1.0
ENSG00000168303,,neutral,1.0
ENSG00000168306,,gene-driven,0.746
ENSG00000168333,,neutral,1.0
ENSG00000168348,,neutral,1.0
ENSG00000168350,,neutral,1.0
ENSG00000168386,,neutral,0.567
ENSG00000168394,,gene-driven,1.0
ENSG00000168395,,gene-driven,1.0
ENSG00000168398,,gene-driven,1.0
ENSG00000168412,,gene-driven,0.783
ENSG00000168427,,neutral,0.989
ENSG00000168438,,neutral,0.721
ENSG00000168439,,dual-driven,0.809
ENSG00000168490,,neutral,0.739
ENSG00000168497,,neutral,1.0
ENSG00000168530,,neutral,0.898
ENSG00000168538,,neutral,0.767
ENSG00000168542,,regulation-driven,0.553
ENSG00000168556,,neutral,1.0
ENSG00000168564,,neutral,1.0
ENSG00000168566,,neutral,1.0
ENSG00000168594,,neutral,0.685
ENSG00000168615,,neutral,0.511
ENSG00000168621,,gene-driven,0.971
ENSG00000168672,,neutral,1.0
ENSG00000168679,,gene-driven,1.0
ENSG00000168685,,gene-driven,1.0
ENSG00000168702,,regulation-driven,0.958
ENSG00000168710,,neutral,0.579
ENSG00000168754,,neutral,1.0
ENSG00000168758,,neutral,1.0
ENSG00000168772,,gene-driven,0.957
ENSG00000168778,,neutral,1.0
ENSG00000168792,,gene-driven,1.0
ENSG00000168795,,neutral,1.0
ENSG00000168811,,gene-driven,1.0
ENSG00000168824,,neutral,0.545
ENSG00000168826,,neutral,0.999
ENSG00000168843,,regulation-driven,0.949
ENSG00000168890,,gene-driven,1.0
ENSG00000168894,,gene-driven,1.0
ENSG00000168899,,neutral,1.0
ENSG00000168906,,neutral,1.0
ENSG00000168907,,gene-driven,0.962
ENSG00000168917,,neutral,1.0
ENSG00000168924,,neutral,1.0
ENSG00000168938,,neutral,1.0
ENSG00000168952,,neutral,0.965
ENSG00000168961,,gene-driven,1.0
ENSG00000168993,,gene-driven,1.0
ENSG00000169006,,neutral,1.0
ENSG00000169016,,neutral,1.0
ENSG00000169019,,gene-driven,1.0
ENSG00000169020,,neutral,1.0
ENSG00000169026,,neutral,1.0
ENSG00000169031,,neutral,0.73
ENSG00000169032,,gene-driven,1.0
ENSG00000169062,,neutral,1.0
ENSG00000169087,,neutral,1.0
ENSG00000169116,,neutral,1.0
ENSG00000169129,,neutral,1.0
ENSG00000169139,,gene-driven,0.992
ENSG00000169174,,neutral,0.974
ENSG00000169194,,neutral,1.0
ENSG00000169213,,neutral,1.0
ENSG00000169231,,neutral,0.949
ENSG00000169241,,neutral,1.0
ENSG00000169242,,neutral,1.0
ENSG00000169245,,neutral,1.0
ENSG00000169247,,regulation-driven,0.54
ENSG00000169248,,gene-driven,1.0
ENSG00000169251,,neutral,0.742
ENSG00000169271,,neutral,1.0
ENSG00000169282,,gene-driven,1.0
ENSG00000169299,,neutral,0.999
ENSG00000169302,,gene-driven,1.0
ENSG00000169375,,neutral,0.98
ENSG00000169379,,neutral,0.849
ENSG00000169410,,gene-driven,0.52
ENSG00000169427,,regulation-driven,0.709
ENSG00000169429,,gene-driven,1.0
ENSG00000169435,,neutral,1.0
ENSG00000169495,,neutral,1.0
ENSG00000169499,,neutral,1.0
ENSG00000169504,,neutral,1.0
ENSG00000169519,,neutral,1.0
ENSG00000169550,,neutral,0.839
ENSG00000169564,,neutral,1.0
ENSG00000169567,,neutral,1.0
ENSG00000169570,,neutral,1.0
ENSG00000169583,,neutral,1.0
ENSG00000169605,,neutral,1.0
ENSG00000169607,,gene-driven,1.0
ENSG00000169621,,neutral,1.0
ENSG00000169692,,neutral,1.0
ENSG00000169744,,regulation-driven,1.0
ENSG00000169758,,neutral,0.541
ENSG00000169762,,gene-driven,1.0
ENSG00000169814,,gene-driven,1.0
ENSG00000169826,,neutral,0.989
ENSG00000169836,,neutral,1.0
ENSG00000169840,,neutral,1.0
ENSG00000169855,,gene-driven (relaxed),0.948
ENSG00000169884,,neutral,1.0
ENSG00000169885,,neutral,1.0
ENSG00000169903,,neutral,1.0
ENSG00000169908,,neutral,1.0
ENSG00000169914,,neutral,1.0
ENSG00000169918,,regulation-driven,0.866
ENSG00000169919,,neutral,1.0
ENSG00000169926,,neutral,1.0
ENSG00000169967,,neutral,1.0
ENSG00000170044,,neutral,0.966
ENSG00000170075,,gene-driven,0.991
ENSG00000170142,,gene-driven,0.501
ENSG00000170145,,neutral,0.561
ENSG00000170162,,neutral,1.0
ENSG00000170166,,neutral,1.0
ENSG00000170178,,neutral,1.0
ENSG00000170185,,gene-driven,1.0
ENSG00000170214,,neutral,1.0
ENSG00000170231,,neutral,1.0
ENSG00000170289,,gene-driven,0.976
ENSG00000170293,,neutral,1.0
ENSG00000170325,,neutral,0.664
ENSG00000170340,,neutral,1.0
ENSG00000170348,,neutral,1.0
ENSG00000170370,,neutral,1.0
ENSG00000170374,,neutral,1.0
ENSG00000170379,,neutral,0.997
ENSG00000170381,,neutral,1.0
ENSG00000170385,,neutral,1.0
ENSG00000170390,,neutral,1.0
ENSG00000170396,,neutral,0.857
ENSG00000170417,,neutral,1.0
ENSG00000170419,,neutral,0.98
ENSG00000170430,,neutral,1.0
ENSG00000170439,,neutral,1.0
ENSG00000170448,,neutral,0.968
ENSG00000170454,,regulation-driven,0.495
ENSG00000170458,,gene-driven,1.0
ENSG00000170464,,neutral,0.954
ENSG00000170482,,neutral,0.999
ENSG00000170484,,gene-driven,1.0
ENSG00000170498,,neutral,1.0
ENSG00000170500,,neutral,0.653
ENSG00000170509,,neutral,1.0
ENSG00000170542,,neutral,0.998
ENSG00000170545,,gene-driven,1.0
ENSG00000170577,,neutral,1.0
ENSG00000170581,,gene-driven,1.0
ENSG00000170584,,neutral,1.0
ENSG00000170606,,neutral,0.955
ENSG00000170613,,neutral,1.0
ENSG00000170615,,neutral,0.559
ENSG00000170624,,neutral,1.0
ENSG00000170627,,gene-driven,1.0
ENSG00000170633,,neutral,0.993
ENSG00000170743,,dual-driven,0.923
ENSG00000170759,,neutral,0.902
ENSG00000170775,,neutral,1.0
ENSG00000170786,,neutral,1.0
ENSG00000170801,,neutral,0.999
ENSG00000170807,,neutral,0.979
ENSG00000170819,,neutral,1.0
ENSG00000170860,,neutral,1.0
ENSG00000170873,,gene-driven,1.0
ENSG00000170876,,gene-driven,1.0
ENSG00000170881,,neutral,1.0
ENSG00000170890,,neutral,1.0
ENSG00000170891,,gene-driven,0.981
ENSG00000170893,,neutral,1.0
ENSG00000170899,,neutral,1.0
ENSG00000170903,,gene-driven,1.0
ENSG00000170915,,neutral,1.0
ENSG00000170950,,neutral,1.0
ENSG00000170955,,neutral,1.0
ENSG00000170961,,neutral,0.976
ENSG00000171016,,neutral,1.0
ENSG00000171053,,neutral,1.0
ENSG00000171097,,neutral,1.0
ENSG00000171115,,neutral,1.0
ENSG00000171121,,neutral,1.0
ENSG00000171126,,gene-driven,0.977
ENSG00000171130,,gene-driven,1.0
ENSG00000171135,,neutral,1.0
ENSG00000171160,,neutral,1.0
ENSG00000171169,,neutral,1.0
ENSG00000171202,,gene-driven,1.0
ENSG00000171209,,gene-driven,1.0
ENSG00000171217,,neutral,1.0
ENSG00000171243,SOSTDC1,neutral,1.0
ENSG00000171303,KCNK3,neutral,1.0
ENSG00000171357,LURAP1,neutral,1.0
ENSG00000171385,KCND3,neutral,0.605
ENSG00000171435,KSR2,regulation-driven,0.96
ENSG00000171448,ZBTB26,neutral,1.0
ENSG00000171476,HOPX,gene-driven,1.0
ENSG00000171488,LRRC8C,neutral,0.939
ENSG00000171495,MROH2B,gene-driven,1.0
ENSG00000171502,COL24A1,neutral,0.952
ENSG00000171503,ETFDH,gene-driven,0.725
ENSG00000171517,LPAR3,neutral,1.0
ENSG00000171522,PTGER4,neutral,1.0
ENSG00000171530,TBCA,gene-driven,0.984
ENSG00000171533,MAP6,neutral,1.0
ENSG00000171540,OTP,neutral,1.0
ENSG00000171551,ECEL1,neutral,1.0
ENSG00000171557,FGG,neutral,0.985
ENSG00000171564,FGB,neutral,0.536
ENSG00000171566,PLRG1,gene-driven,0.984
ENSG00000171596,NMUR1,neutral,1.0
ENSG00000171604,CXXC5,gene-driven,1.0
ENSG00000171621,SPSB1,neutral,1.0
ENSG00000171714,ANO5,gene-driven,1.0
ENSG00000171723,GPHN,gene-driven,1.0
ENSG00000171757,LRRC34,neutral,0.633
ENSG00000171759,PAH,regulation-driven,0.666
ENSG00000171766,GATM,regulation-driven,0.715
ENSG00000171812,COL8A2,neutral,1.0
ENSG00000171819,ANGPTL7,neutral,1.0
ENSG00000171823,FBXL14,neutral,1.0
ENSG00000171824,EXOSC10,neutral,0.902
ENSG00000171843,MLLT3,neutral,0.995
ENSG00000171865,RNASEH1,neutral,1.0
ENSG00000171872,KLF17,neutral,1.0
ENSG00000171931,FBXW10,neutral,0.554
ENSG00000171956,FOXB1,neutral,1.0
ENSG00000171992,SYNPO,neutral,0.958
ENSG00000172005,MAL,neutral,1.0
ENSG00000172007,RAB33B,gene-driven,1.0
ENSG00000172020,GAP43,neutral,0.828
ENSG00000172023,REG1B,neutral,1.0
ENSG00000172062,SMN1,neutral,1.0
ENSG00000172073,SPMIP9,neutral,1.0
ENSG00000172113,NME6,neutral,1.0
ENSG00000172115,CYCS,gene-driven,1.0
ENSG00000172159,FRMD3,neutral,1.0
ENSG00000172171,TEFM,gene-driven,1.0
ENSG00000172179,PRL,gene-driven,0.588
ENSG00000172197,MBOAT1,neutral,0.993
ENSG00000172209,GPR22,neutral,1.0
ENSG00000172243,CLEC7A,neutral,1.0
ENSG00000172260,NEGR1,neutral,0.957
ENSG00000172262,ZNF131,gene-driven,1.0
ENSG00000172273,HINFP,neutral,1.0
ENSG00000172292,CERS6,regulation-driven,1.0
ENSG00000172322,CLEC12A,neutral,1.0
ENSG00000172331,BPGM,neutral,0.661
ENSG00000172348,RCAN2,neutral,0.988
ENSG00000172350,ABCG4,neutral,0.651
ENSG00000172367,NHERF4,gene-driven,0.608
ENSG00000172399,MYOZ2,neutral,1.0
ENSG00000172425,TTC36,neutral,1.0
ENSG00000172426,RSPH9,neutral,1.0
ENSG00000172432,GTPBP2,gene-driven,1.0
ENSG00000172456,FGGY,neutral,0.978
ENSG00000172461,FUT9,neutral,1.0
ENSG00000172469,MANEA,neutral,1.0
ENSG00000172482,AGXT,neutral,0.809
ENSG00000172497,ACOT12,neutral,0.989
ENSG00000172508,CARNS1,neutral,0.974
ENSG00000172531,PPP1CA,neutral,0.999
ENSG00000172543,CTSW,neutral,1.0
ENSG00000172548,NIPAL4,neutral,0.712
ENSG00000172554,SNTG2,regulation-driven,0.914
ENSG00000172572,PDE3A,neutral,0.999
ENSG00000172586,CHCHD1,neutral,1.0
ENSG00000172594,SMPDL3A,neutral,1.0
ENSG00000172602,RND1,gene-driven,1.0
ENSG00000172663,TMEM134,gene-driven,1.0
ENSG00000172671,ZFAND4,neutral,0.994
ENSG00000172689,MS4A10,neutral,1.0
ENSG00000172731,LRRC20,neutral,1.0
ENSG00000172733,PURG,gene-driven,0.997
ENSG00000172766,NAA16,neutral,0.999
ENSG00000172789,HOXC5,neutral,1.0
ENSG00000172795,DCP2,neutral,0.959
ENSG00000172803,SNX32,neutral,0.969
ENSG00000172817,CYP7B1,neutral,1.0
ENSG00000172818,OVOL1,neutral,1.0
ENSG00000172867,KRT2,gene-driven,0.919
ENSG00000172878,METAP1D,neutral,1.0
ENSG00000172901,LVRN,neutral,1.0
ENSG00000172932,ANKRD13D,neutral,1.0
ENSG00000172985,SH3RF3,neutral,1.0
ENSG00000172987,HPSE2,regulation-driven,0.714
ENSG00000173011,TADA2B,neutral,1.0
ENSG00000173020,GRK2,neutral,0.957
ENSG00000173040,EVC2,gene-driven,1.0
ENSG00000173083,HPSE,neutral,1.0
ENSG00000173085,COQ2,gene-driven,0.975
ENSG00000173093,CCDC63,neutral,0.796
ENSG00000173113,TRMT112,neutral,1.0
ENSG00000173137,ADCK5,gene-driven,1.0
ENSG00000173145,NOC3L,neutral,1.0
ENSG00000173153,ESRRA,gene-driven,0.996
ENSG00000173156,RHOD,neutral,1.0
ENSG00000173171,MTX1,neutral,1.0
ENSG00000173175,,regulation-driven,0.937
ENSG00000173208,ABCD2,neutral,0.751
ENSG00000173210,ABLIM3,neutral,0.975
ENSG00000173212,MAB21L3,gene-driven,1.0
ENSG00000173218,VANGL1,gene-driven,1.0
ENSG00000173221,GLRX,gene-driven,1.0
ENSG00000173227,SYT12,neutral,0.678
ENSG00000173239,LIPM,neutral,1.0
ENSG00000173250,GPR151,neutral,1.0
ENSG00000173253,DMRT2,gene-driven,0.772
ENSG00000173258,ZNF483,gene-driven,1.0
ENSG00000173264,GPR137,gene-driven,1.0
ENSG00000173267,SNCG,neutral,1.0
ENSG00000173281,PPP1R3B,neutral,1.0
ENSG00000173320,STOX2,regulation-driven,0.575
ENSG00000173327,MAP3K11,neutral,1.0
ENSG00000173334,TRIB1,neutral,1.0
ENSG00000173369,C1QB,neutral,0.991
ENSG00000173389,IQCF1,neutral,1.0
ENSG00000173402,,gene-driven,1.0
ENSG00000173406,DAB1,regulation-driven,1.0
ENSG00000173409,ARV1,neutral,1.0
ENSG00000173421,IHO1,neutral,0.999
ENSG00000173456,RNF26,neutral,1.0
ENSG00000173473,SMARCC1,neutral,0.69
ENSG00000173486,FKBP2,neutral,1.0
ENSG00000173540,GMPPB,neutral,1.0
